State,District,Crop_Year,Annual_Rainfall_mm,Monsoon_Rainfall_mm,Deviation_From_Normal_%
Maharashtra,Aurangabad,2017.0,794.8,488.9,-21.59
Punjab,Patiala,2019.0,764.5,438.7,-12.79
Punjab,Patiala,2016.0,1067.1,789.1,-19.98
Telangana,Nizamabad,2017.0,520.5,327.5,-14.85
Tamil Nadu,Thanjavur,2019.0,1182.8,763.6,-20.33
Telangana,Adilabad,2021.0,790.4,472.5,3.17
Telangana,Adilabad,2018.0,962.7,629.1,22.63
Maharashtra,Pune,2018.0,654.9,373.4,-9.0
Tamil Nadu,Thanjavur,2015.0,519.4,343.1,-19.9
Telangana,Nizamabad,2021.0,841.7,470.3,10.67
Maharashtra,Aurangabad,2018.0,953.9,575.8,-6.86
Andhra Pradesh,Guntur,2019.0,1038.0,758.6,-6.49
Punjab,Patiala,2019.0,772.0,539.3,7.14
Andhra Pradesh,Guntur,2023.0,573.9,389.7,4.89
Telangana,Warangal,2017.0,501.5,313.5,-7.6
Tamil Nadu,Madurai,2023.0,1151.9,635.1,12.21
Tamil Nadu,Thanjavur,2022.0,1035.9,576.4,23.45
Andhra Pradesh,Prakasam,2017.0,772.9,564.8,-1.34
Punjab,Ludhiana,2019.0,780.9,567.8,7.38
Karnataka,Mandya,2023.0,939.1,569.8,-15.19
Tamil Nadu,Madurai,2021.0,742.0,487.9,12.17
Karnataka,Raichur,2022.0,1049.2,611.6,-17.89
Andhra Pradesh,Krishna,2023.0,1185.4,671.0,-23.51
Telangana,Adilabad,2020.0,659.2,426.9,12.6
Andhra Pradesh,Krishna,2019.0,1049.6,729.0,10.53
Karnataka,Belgaum,2016.0,980.4,653.3,-3.11
Punjab,Amritsar,2018.0,545.1,332.1,4.02
Punjab,Ludhiana,2023.0,1172.7,656.7,6.41
Andhra Pradesh,Krishna,2020.0,713.5,420.4,-9.24
Punjab,Ludhiana,2022.0,981.5,656.3,-14.84
Karnataka,Mandya,2015.0,1167.8,784.8,3.27
Telangana,Adilabad,2020.0,539.7,353.1,-11.79
Maharashtra,Aurangabad,2019.0,809.4,469.6,-15.09
Andhra Pradesh,Krishna,2019.0,578.6,325.1,-3.61
Telangana,Warangal,2020.0,618.9,380.4,20.79
Karnataka,Raichur,2016.0,631.7,441.3,-2.49
Telangana,Warangal,2023.0,519.7,345.7,-10.04
Andhra Pradesh,Krishna,2020.0,686.1,381.7,-5.58
Maharashtra,Aurangabad,2015.0,745.7,492.1,2.72
Tamil Nadu,Thanjavur,2022.0,631.5,373.1,12.76
Tamil Nadu,Madurai,2021.0,932.9,681.7,-23.68
Tamil Nadu,Thanjavur,2021.0,956.2,712.5,-3.3
Andhra Pradesh,Guntur,2015.0,1047.0,773.2,-10.76
Punjab,Patiala,2021.0,1085.7,814.3,-6.2
Maharashtra,Aurangabad,2020.0,767.7,473.0,-22.61
Punjab,Amritsar,2015.0,1021.3,577.6,18.35
Punjab,Ludhiana,2017.0,749.3,544.4,19.03
Tamil Nadu,Thanjavur,2023.0,802.4,442.6,1.05
Karnataka,Belgaum,2016.0,675.6,443.0,17.92
Punjab,Patiala,2020.0,598.7,358.8,21.94
Karnataka,Raichur,2023.0,1032.9,637.8,3.22
Tamil Nadu,Thanjavur,2023.0,524.7,325.2,1.5
Telangana,Nizamabad,2015.0,1095.1,676.5,-24.24
Maharashtra,Pune,2018.0,1122.7,782.3,2.06
Andhra Pradesh,Guntur,2023.0,1130.9,687.5,-19.77
Maharashtra,Aurangabad,2022.0,824.7,519.9,-17.88
Karnataka,Mandya,2016.0,1014.1,624.4,17.23
Andhra Pradesh,Prakasam,2022.0,524.5,325.6,-0.75
Punjab,Amritsar,2019.0,517.1,329.5,22.18
Andhra Pradesh,Krishna,2018.0,856.9,608.1,-1.46
Tamil Nadu,Madurai,2019.0,672.0,473.3,21.29
Punjab,Patiala,2020.0,789.2,501.1,-9.28
Maharashtra,Aurangabad,2017.0,894.2,524.0,-4.55
Telangana,Nizamabad,2022.0,652.9,484.9,22.39
Maharashtra,Nagpur,2018.0,973.5,659.0,-21.06
Karnataka,Mandya,2020.0,786.3,552.7,9.16
Andhra Pradesh,Krishna,2016.0,979.7,599.2,-23.95
Maharashtra,Pune,2023.0,956.3,570.1,22.47
Tamil Nadu,Coimbatore,2021.0,1067.5,704.0,7.05
Karnataka,Belgaum,2015.0,1152.8,820.9,6.36
Tamil Nadu,Thanjavur,2022.0,1054.7,613.9,-11.6
Telangana,Adilabad,2018.0,809.0,562.9,-14.25
Telangana,Nizamabad,2015.0,547.2,407.1,1.28
Punjab,Ludhiana,2019.0,552.5,341.9,8.7
Karnataka,Mandya,2021.0,1024.7,592.9,-18.78
Andhra Pradesh,Prakasam,2019.0,822.9,604.9,-16.47
Maharashtra,Nagpur,2019.0,822.9,531.8,14.56
Telangana,Nizamabad,2020.0,718.4,435.4,23.21
Punjab,Amritsar,2019.0,816.4,602.1,-15.3
Karnataka,Mandya,2021.0,858.3,528.2,-16.19
Maharashtra,Nagpur,2022.0,946.0,523.9,2.27
Karnataka,Raichur,2019.0,656.5,386.6,-18.77
Tamil Nadu,Madurai,2020.0,831.7,579.8,19.5
Maharashtra,Pune,2021.0,506.8,332.4,-22.64
Karnataka,Belgaum,2016.0,855.8,576.9,12.55
Karnataka,Mandya,2019.0,699.0,440.7,10.78
Tamil Nadu,Madurai,2017.0,802.6,516.4,-11.88
Maharashtra,Nagpur,2023.0,820.3,576.5,-3.3
Telangana,Warangal,2019.0,894.8,615.5,0.81
Telangana,Adilabad,2017.0,1034.2,690.7,-14.93
Karnataka,Mandya,2019.0,737.6,501.6,-24.84
Karnataka,Raichur,2018.0,694.0,397.2,-20.95
Punjab,Amritsar,2021.0,678.6,398.3,-1.14
Tamil Nadu,Madurai,2021.0,888.5,505.7,18.89
Karnataka,Belgaum,2017.0,1121.6,653.1,-0.63
Karnataka,Raichur,2016.0,890.8,554.8,19.9
Karnataka,Raichur,2017.0,755.5,491.7,-12.55
Telangana,Warangal,2018.0,778.3,437.9,-22.43
Telangana,Warangal,2023.0,717.6,525.8,-1.32
Tamil Nadu,Coimbatore,2021.0,509.3,332.2,-9.51
Andhra Pradesh,Krishna,2017.0,789.5,543.3,-12.46
Tamil Nadu,Thanjavur,2015.0,737.0,409.8,4.38
Maharashtra,Pune,2023.0,552.2,362.4,8.46
Maharashtra,Aurangabad,2018.0,921.2,606.2,20.29
Tamil Nadu,Thanjavur,2015.0,1044.0,760.6,23.28
Telangana,Adilabad,2023.0,567.5,360.4,-7.58
Tamil Nadu,Coimbatore,2018.0,1079.3,684.7,0.83
Telangana,Warangal,2017.0,529.9,309.2,-9.97
Tamil Nadu,Coimbatore,2016.0,1101.9,624.9,-3.41
Karnataka,Mandya,2018.0,1195.4,852.9,-5.56
Tamil Nadu,Thanjavur,2016.0,975.4,591.0,-0.44
Andhra Pradesh,Krishna,2016.0,1094.1,724.6,24.77
Punjab,Amritsar,2022.0,573.6,428.4,18.2
Andhra Pradesh,Prakasam,2018.0,1030.1,593.0,2.42
Punjab,Patiala,2020.0,781.9,463.5,-2.57
Karnataka,Raichur,2021.0,991.8,640.6,-13.93
Telangana,Adilabad,2022.0,1178.2,654.0,-4.2
Telangana,Nizamabad,2020.0,948.4,655.5,-4.62
Tamil Nadu,Madurai,2015.0,798.7,562.7,-10.41
Karnataka,Belgaum,2023.0,675.7,401.3,19.39
Maharashtra,Aurangabad,2018.0,972.8,627.6,16.72
Punjab,Amritsar,2016.0,1134.3,738.9,-7.32
Punjab,Amritsar,2022.0,837.2,543.5,1.23
Tamil Nadu,Thanjavur,2019.0,1175.2,765.1,-4.3
Tamil Nadu,Madurai,2023.0,1138.4,669.8,-10.42
Tamil Nadu,Madurai,2017.0,633.1,426.6,24.47
Andhra Pradesh,Krishna,2017.0,688.1,423.1,-15.88
Maharashtra,Pune,2015.0,608.8,454.9,15.6
Telangana,Nizamabad,2020.0,1052.6,702.7,2.33
Andhra Pradesh,Krishna,2016.0,1006.3,747.2,-3.09
Maharashtra,Nagpur,2017.0,912.4,502.3,16.7
Tamil Nadu,Madurai,2015.0,712.8,462.0,-20.5
Telangana,Adilabad,2023.0,1156.5,754.6,-6.23
Punjab,Ludhiana,2015.0,866.8,611.4,-19.92
Tamil Nadu,Coimbatore,2015.0,1106.6,796.3,12.31
Telangana,Nizamabad,2018.0,974.9,582.0,6.12
Andhra Pradesh,Guntur,2022.0,1056.0,705.0,-15.92
Andhra Pradesh,Guntur,2021.0,761.4,474.3,-9.03
Punjab,Patiala,2021.0,648.5,375.9,-21.44
Andhra Pradesh,Prakasam,2022.0,968.7,679.0,14.21
Maharashtra,Nagpur,2020.0,1193.5,770.7,1.17
Karnataka,Belgaum,2016.0,535.6,337.9,13.94
Karnataka,Belgaum,2021.0,1079.6,681.9,23.69
Karnataka,Mandya,2020.0,635.6,359.7,-6.08
Andhra Pradesh,Prakasam,2017.0,705.3,485.8,-6.17
Maharashtra,Aurangabad,2016.0,857.2,521.8,-13.49
Karnataka,Belgaum,2022.0,729.7,449.8,14.6
Punjab,Amritsar,2015.0,769.2,452.4,13.74
Telangana,Adilabad,2015.0,760.9,454.3,1.24
Telangana,Nizamabad,2019.0,925.6,618.1,-3.24
Maharashtra,Pune,2015.0,882.7,623.4,21.87
Karnataka,Mandya,2023.0,826.4,507.4,2.8
Punjab,Ludhiana,2019.0,947.6,557.8,24.06
Punjab,Patiala,2022.0,682.1,389.5,15.1
Maharashtra,Nagpur,2018.0,1106.6,744.2,18.3
Telangana,Nizamabad,2018.0,1115.4,747.5,9.39
Punjab,Ludhiana,2016.0,980.6,556.0,-15.14
Karnataka,Belgaum,2020.0,1082.0,726.4,4.83
Andhra Pradesh,Krishna,2017.0,739.8,464.2,17.6
Tamil Nadu,Coimbatore,2017.0,1157.0,649.6,7.03
Maharashtra,Pune,2022.0,1104.5,822.9,-2.9
Andhra Pradesh,Prakasam,2020.0,576.4,407.8,-10.76
Telangana,Adilabad,2022.0,818.8,606.6,24.84
Tamil Nadu,Coimbatore,2018.0,1020.4,708.1,-18.37
Tamil Nadu,Coimbatore,2022.0,652.7,369.4,-3.92
Punjab,Amritsar,2022.0,907.8,520.8,-18.39
Tamil Nadu,Coimbatore,2020.0,684.8,379.9,-16.84
Karnataka,Raichur,2019.0,1131.5,668.3,21.29
Tamil Nadu,Thanjavur,2021.0,1088.3,695.8,3.57
Andhra Pradesh,Guntur,2021.0,770.8,465.5,2.3
Maharashtra,Aurangabad,2021.0,921.8,508.5,13.3
Tamil Nadu,Coimbatore,2018.0,895.4,506.6,22.71
Andhra Pradesh,Prakasam,2018.0,726.5,405.1,11.24
Tamil Nadu,Coimbatore,2015.0,980.9,694.5,-11.98
Punjab,Ludhiana,2022.0,537.3,310.3,-9.99
Punjab,Patiala,2017.0,836.3,528.9,-21.95
Punjab,Amritsar,2022.0,1079.1,628.7,-1.24
Andhra Pradesh,Krishna,2020.0,1186.1,859.2,-12.72
Andhra Pradesh,Krishna,2021.0,1058.5,632.8,2.31
Tamil Nadu,Thanjavur,2018.0,719.9,471.3,4.92
Karnataka,Mandya,2015.0,891.9,605.9,1.75
Maharashtra,Pune,2015.0,1123.5,723.5,-23.53
Telangana,Nizamabad,2018.0,1086.6,728.2,-16.33
Punjab,Amritsar,2022.0,1086.3,799.6,24.99
Maharashtra,Aurangabad,2019.0,1041.2,741.3,15.72
Andhra Pradesh,Krishna,2022.0,546.9,344.9,-4.68
Karnataka,Belgaum,2023.0,787.8,496.9,-13.38
Telangana,Nizamabad,2021.0,645.3,423.9,-12.91
Telangana,Warangal,2021.0,590.9,405.9,5.75
Maharashtra,Pune,2015.0,927.0,584.5,-6.69
Punjab,Patiala,2022.0,816.8,576.3,-13.75
Punjab,Amritsar,2018.0,1072.0,796.7,7.49
Punjab,Ludhiana,2017.0,576.3,370.6,-16.48
Tamil Nadu,Madurai,2015.0,1093.5,754.7,18.2
Tamil Nadu,Thanjavur,2019.0,1142.5,665.7,-24.54
Andhra Pradesh,Prakasam,2017.0,1076.0,668.3,17.92
Punjab,Ludhiana,2019.0,943.1,594.0,-3.68
Maharashtra,Aurangabad,2015.0,526.8,298.1,-16.53
Telangana,Warangal,2016.0,1049.9,643.8,15.31
Andhra Pradesh,Krishna,2016.0,1149.5,778.7,-8.65
Karnataka,Belgaum,2017.0,823.5,538.1,23.8
Andhra Pradesh,Prakasam,2017.0,836.3,596.1,11.41
Tamil Nadu,Madurai,2018.0,1063.0,632.7,16.45
Maharashtra,Aurangabad,2019.0,1133.2,627.8,2.57
Punjab,Amritsar,2022.0,775.6,485.2,-4.29
Karnataka,Raichur,2017.0,1119.0,803.7,20.7
Punjab,Ludhiana,2021.0,696.9,385.2,-21.11
Punjab,Ludhiana,2022.0,1121.4,766.7,6.92
Punjab,Ludhiana,2018.0,678.9,509.1,-6.53
Punjab,Amritsar,2021.0,1023.4,589.0,7.95
Andhra Pradesh,Guntur,2023.0,696.3,519.3,-2.25
Telangana,Adilabad,2019.0,711.9,398.9,18.63
Tamil Nadu,Madurai,2017.0,993.8,648.0,5.08
Punjab,Patiala,2018.0,1079.1,805.5,-8.02
Karnataka,Belgaum,2017.0,740.0,512.8,15.92
Telangana,Nizamabad,2021.0,1064.3,723.0,-0.17
Tamil Nadu,Thanjavur,2018.0,1047.5,785.4,-10.81
Karnataka,Belgaum,2020.0,1092.8,654.6,13.23
Andhra Pradesh,Krishna,2019.0,932.9,606.9,11.76
Andhra Pradesh,Krishna,2023.0,1119.3,646.6,-11.98
Punjab,Patiala,2020.0,1038.2,657.7,-7.43
Telangana,Warangal,2021.0,931.8,635.8,7.23
Andhra Pradesh,Guntur,2020.0,1039.9,666.4,6.96
Telangana,Adilabad,2018.0,1053.5,628.3,-9.22
Punjab,Amritsar,2019.0,659.5,463.5,14.13
Punjab,Ludhiana,2023.0,511.5,314.1,8.64
Andhra Pradesh,Prakasam,2017.0,1045.7,728.1,-14.46
Tamil Nadu,Coimbatore,2015.0,1169.1,774.0,-12.85
Punjab,Patiala,2018.0,907.3,653.1,-13.01
Punjab,Patiala,2018.0,1161.9,812.4,-17.05
Maharashtra,Nagpur,2015.0,1125.5,772.4,13.45
Punjab,Patiala,2020.0,1157.5,804.4,-5.87
Telangana,Nizamabad,2019.0,924.9,577.4,14.83
Karnataka,Belgaum,2023.0,984.0,705.4,15.51
Tamil Nadu,Thanjavur,2019.0,645.3,358.7,9.1
Andhra Pradesh,Prakasam,2023.0,855.9,601.2,2.35
Tamil Nadu,Thanjavur,2023.0,1158.2,640.5,17.32
Punjab,Amritsar,2017.0,1008.2,721.9,-12.89
Maharashtra,Aurangabad,2018.0,508.5,366.5,3.04
Tamil Nadu,Coimbatore,2020.0,941.8,628.8,13.34
Tamil Nadu,Coimbatore,2021.0,1029.1,696.7,11.56
Maharashtra,Pune,2020.0,1108.4,644.5,-9.03
Karnataka,Belgaum,2022.0,502.5,297.4,-17.17
Andhra Pradesh,Prakasam,2023.0,813.1,531.8,16.13
Andhra Pradesh,Prakasam,2023.0,1109.5,757.7,-23.27
Punjab,Patiala,2017.0,532.0,335.2,19.71
Andhra Pradesh,Krishna,2019.0,645.7,357.8,-5.05
Punjab,Patiala,2019.0,836.0,542.6,5.69
Andhra Pradesh,Guntur,2019.0,940.4,565.3,19.81
Punjab,Ludhiana,2022.0,664.9,379.2,-0.81
Tamil Nadu,Madurai,2015.0,584.6,342.7,12.86
Maharashtra,Pune,2017.0,927.3,690.0,-21.4
Maharashtra,Aurangabad,2019.0,1149.5,837.6,-20.87
Karnataka,Belgaum,2021.0,963.6,582.9,-21.69
Andhra Pradesh,Krishna,2018.0,742.6,474.2,-3.98
Telangana,Nizamabad,2015.0,880.6,503.1,9.23
Telangana,Warangal,2015.0,552.7,346.7,6.78
Tamil Nadu,Thanjavur,2017.0,563.4,327.7,3.44
Andhra Pradesh,Guntur,2022.0,706.6,502.7,-5.84
Maharashtra,Aurangabad,2019.0,647.6,361.1,-6.11
Punjab,Ludhiana,2023.0,1100.1,656.8,-5.11
Telangana,Warangal,2017.0,1095.9,668.7,16.84
Punjab,Amritsar,2022.0,581.0,363.8,14.54
Andhra Pradesh,Krishna,2022.0,1171.6,699.9,20.39
Tamil Nadu,Madurai,2017.0,550.7,316.3,-19.11
Andhra Pradesh,Krishna,2017.0,1064.4,590.8,8.04
Maharashtra,Aurangabad,2023.0,1004.0,698.1,7.77
Maharashtra,Nagpur,2020.0,1037.2,626.8,6.89
Karnataka,Belgaum,2020.0,877.5,547.6,12.82
Maharashtra,Aurangabad,2015.0,1120.5,796.8,-13.75
Karnataka,Belgaum,2020.0,943.3,660.4,21.07
Maharashtra,Aurangabad,2016.0,1083.4,600.4,4.16
Tamil Nadu,Madurai,2018.0,1019.6,752.8,1.46
Tamil Nadu,Madurai,2021.0,720.1,427.3,-22.85
Andhra Pradesh,Krishna,2020.0,1087.6,640.3,18.85
Andhra Pradesh,Krishna,2023.0,621.9,440.0,17.43
Andhra Pradesh,Guntur,2017.0,774.9,545.4,-7.52
Punjab,Amritsar,2020.0,641.6,443.8,5.8
Punjab,Patiala,2016.0,1163.9,689.2,-18.02
Andhra Pradesh,Guntur,2022.0,1097.6,634.6,24.31
Telangana,Warangal,2018.0,1089.9,675.5,-16.81
Maharashtra,Nagpur,2021.0,1169.7,803.6,18.28
Tamil Nadu,Thanjavur,2019.0,887.4,660.8,15.68
Karnataka,Mandya,2023.0,1122.3,733.0,-3.54
Karnataka,Mandya,2016.0,616.4,384.3,-23.97
Punjab,Patiala,2018.0,542.1,404.6,9.07
Maharashtra,Pune,2017.0,564.9,325.8,-19.65
Maharashtra,Aurangabad,2016.0,500.6,328.5,-20.26
Karnataka,Belgaum,2021.0,1130.2,841.8,20.64
Telangana,Warangal,2020.0,606.6,384.4,-14.9
Karnataka,Belgaum,2016.0,550.9,352.8,-24.67
Maharashtra,Aurangabad,2021.0,868.2,552.7,-4.04
Karnataka,Belgaum,2016.0,703.6,511.7,-7.5
Tamil Nadu,Coimbatore,2021.0,884.5,545.9,6.79
Punjab,Ludhiana,2020.0,620.7,398.4,21.27
Tamil Nadu,Madurai,2022.0,1002.2,713.8,-13.94
Tamil Nadu,Coimbatore,2016.0,771.6,563.3,-23.3
Karnataka,Mandya,2018.0,959.6,669.7,-23.49
Punjab,Patiala,2015.0,1117.3,693.4,7.32
Andhra Pradesh,Prakasam,2022.0,1057.2,752.9,-7.44
Andhra Pradesh,Prakasam,2021.0,1009.9,682.9,-13.87
Telangana,Warangal,2019.0,841.4,545.4,-8.16
Tamil Nadu,Coimbatore,2016.0,991.4,616.9,23.23
Tamil Nadu,Madurai,2020.0,980.7,662.7,-13.5
Tamil Nadu,Coimbatore,2016.0,775.5,569.8,24.4
Tamil Nadu,Madurai,2015.0,804.1,530.3,13.2
Andhra Pradesh,Krishna,2021.0,778.3,531.1,14.58
Telangana,Warangal,2023.0,540.6,399.1,6.95
Telangana,Adilabad,2018.0,691.9,459.1,-4.63
Punjab,Amritsar,2023.0,542.9,406.8,1.12
Maharashtra,Aurangabad,2018.0,699.1,404.8,20.11
Punjab,Ludhiana,2021.0,824.6,477.3,15.04
Maharashtra,Aurangabad,2019.0,669.0,450.5,-10.7
Punjab,Ludhiana,2018.0,598.0,392.1,11.47
Tamil Nadu,Coimbatore,2015.0,922.8,682.8,-16.39
Punjab,Ludhiana,2021.0,970.4,642.4,4.46
Tamil Nadu,Coimbatore,2020.0,685.4,485.2,-6.12
Maharashtra,Pune,2018.0,656.3,474.1,-15.64
Tamil Nadu,Thanjavur,2017.0,969.3,717.5,3.02
Maharashtra,Pune,2021.0,656.1,361.8,14.87
Tamil Nadu,Coimbatore,2019.0,682.9,510.4,-3.73
Karnataka,Mandya,2017.0,712.3,512.1,-4.94
Punjab,Ludhiana,2021.0,914.9,515.4,-6.46
Maharashtra,Nagpur,2018.0,760.1,517.9,6.45
Punjab,Amritsar,2019.0,949.7,527.9,6.31
Punjab,Ludhiana,2015.0,748.1,543.8,-12.01
Punjab,Patiala,2023.0,1168.5,755.9,-4.02
Tamil Nadu,Coimbatore,2023.0,708.7,421.8,8.32
Andhra Pradesh,Guntur,2022.0,805.0,522.5,13.65
Telangana,Adilabad,2019.0,878.5,595.1,18.68
Telangana,Adilabad,2020.0,588.8,421.1,15.17
Tamil Nadu,Madurai,2016.0,770.8,426.3,-15.55
Punjab,Ludhiana,2019.0,575.5,365.3,16.49
Punjab,Amritsar,2016.0,1065.2,606.9,7.24
Tamil Nadu,Madurai,2016.0,522.8,298.0,8.68
Maharashtra,Nagpur,2016.0,940.5,673.1,0.32
Karnataka,Mandya,2020.0,863.8,523.8,24.16
Karnataka,Mandya,2016.0,594.3,383.3,-18.23
Maharashtra,Pune,2016.0,1140.2,714.9,0.1
Punjab,Ludhiana,2015.0,1083.1,616.5,-2.46
Punjab,Amritsar,2019.0,509.8,334.0,7.85
Andhra Pradesh,Prakasam,2017.0,616.6,417.5,18.11
Punjab,Ludhiana,2021.0,728.1,509.5,-23.35
Karnataka,Raichur,2018.0,825.2,495.4,-18.66
Maharashtra,Aurangabad,2020.0,888.6,660.4,1.23
Telangana,Warangal,2023.0,1115.0,684.7,-16.08
Maharashtra,Nagpur,2015.0,888.1,553.3,2.19
Karnataka,Mandya,2023.0,1037.9,677.0,-24.65
Telangana,Warangal,2015.0,732.5,431.5,1.9
Tamil Nadu,Coimbatore,2023.0,1015.3,686.3,14.3
Karnataka,Raichur,2017.0,535.8,375.7,-15.47
Maharashtra,Nagpur,2015.0,1189.5,783.3,19.98
Maharashtra,Aurangabad,2017.0,1157.7,684.2,10.38
Maharashtra,Pune,2021.0,617.1,384.6,-21.55
Karnataka,Mandya,2023.0,541.7,298.2,13.93
Telangana,Adilabad,2017.0,933.8,544.7,16.07
Tamil Nadu,Coimbatore,2017.0,963.5,608.7,-8.39
Telangana,Adilabad,2017.0,992.4,623.3,2.97
Karnataka,Raichur,2022.0,951.4,574.5,-8.81
Tamil Nadu,Thanjavur,2015.0,926.6,652.6,12.32
Telangana,Adilabad,2020.0,1094.4,712.3,-2.22
Telangana,Nizamabad,2018.0,683.8,465.6,7.38
Tamil Nadu,Thanjavur,2021.0,557.2,373.3,-7.49
Tamil Nadu,Coimbatore,2020.0,645.6,445.2,-17.52
Maharashtra,Nagpur,2019.0,1003.7,672.8,12.9
Karnataka,Raichur,2019.0,545.1,350.8,-8.61
Karnataka,Mandya,2015.0,631.0,422.2,20.82
Tamil Nadu,Madurai,2016.0,692.4,498.6,21.11
Andhra Pradesh,Guntur,2023.0,1166.7,865.3,-1.34
Telangana,Nizamabad,2019.0,736.0,480.8,1.8
Maharashtra,Pune,2019.0,530.0,296.2,18.44
Maharashtra,Nagpur,2023.0,1137.9,743.4,-5.11
Karnataka,Raichur,2015.0,1186.0,769.3,-15.73
Andhra Pradesh,Guntur,2023.0,946.4,524.8,-2.16
Andhra Pradesh,Guntur,2022.0,699.7,414.3,13.13
Karnataka,Belgaum,2022.0,725.1,420.1,20.38
Telangana,Adilabad,2020.0,1196.1,874.3,12.97
Karnataka,Belgaum,2023.0,517.1,355.5,-11.57
Tamil Nadu,Madurai,2015.0,501.0,309.6,7.67
Andhra Pradesh,Guntur,2018.0,766.1,444.7,10.19
Punjab,Patiala,2019.0,1049.3,719.5,-24.77
Punjab,Ludhiana,2015.0,775.2,527.3,20.21
Punjab,Patiala,2019.0,1046.8,586.3,21.94
Maharashtra,Aurangabad,2022.0,1128.3,809.6,1.63
Maharashtra,Pune,2022.0,770.4,570.5,22.85
Karnataka,Raichur,2018.0,733.3,422.7,1.83
Andhra Pradesh,Prakasam,2016.0,1101.1,754.1,-23.15
Karnataka,Belgaum,2018.0,686.9,441.0,6.38
Karnataka,Mandya,2023.0,510.1,307.5,13.74
Andhra Pradesh,Prakasam,2017.0,609.8,337.3,14.05
Tamil Nadu,Coimbatore,2020.0,819.7,486.0,13.86
Maharashtra,Aurangabad,2017.0,1151.5,828.8,-6.09
Maharashtra,Pune,2020.0,742.9,457.9,-4.32
Punjab,Amritsar,2023.0,752.1,522.7,-3.69
Maharashtra,Pune,2023.0,833.9,486.6,-4.96
Tamil Nadu,Coimbatore,2016.0,656.9,368.0,-16.21
Punjab,Amritsar,2021.0,948.8,586.5,-12.53
Punjab,Amritsar,2023.0,744.4,496.5,6.77
Tamil Nadu,Coimbatore,2019.0,818.6,497.2,-19.09
Karnataka,Belgaum,2020.0,524.7,358.5,-5.72
Telangana,Adilabad,2015.0,799.2,584.9,7.44
Andhra Pradesh,Prakasam,2016.0,913.4,620.8,-15.11
Karnataka,Belgaum,2020.0,958.5,593.9,3.19
Telangana,Warangal,2023.0,1157.4,790.5,-12.69
Karnataka,Mandya,2019.0,553.6,378.4,-1.99
Maharashtra,Aurangabad,2016.0,556.7,306.8,-19.6
Karnataka,Belgaum,2022.0,988.0,634.5,22.04
Telangana,Adilabad,2015.0,1080.9,712.4,23.6
Tamil Nadu,Madurai,2020.0,922.5,588.3,24.74
Telangana,Nizamabad,2021.0,901.4,544.7,-12.36
Tamil Nadu,Thanjavur,2019.0,1042.9,655.0,22.42
Tamil Nadu,Madurai,2018.0,1000.7,634.0,-5.45
Karnataka,Mandya,2023.0,965.7,686.6,-5.85
Karnataka,Belgaum,2023.0,971.7,639.3,-15.55
Tamil Nadu,Coimbatore,2020.0,613.8,345.9,9.71
Tamil Nadu,Madurai,2015.0,948.1,526.7,-8.94
Karnataka,Mandya,2017.0,1195.0,662.0,-9.07
Maharashtra,Pune,2015.0,598.0,404.0,14.99
Punjab,Amritsar,2020.0,876.4,651.8,-2.91
Tamil Nadu,Coimbatore,2020.0,895.7,643.1,7.02
Maharashtra,Aurangabad,2016.0,659.0,427.8,-12.91
Telangana,Warangal,2023.0,986.4,590.2,4.08
Punjab,Ludhiana,2017.0,1015.6,714.0,24.45
Punjab,Patiala,2017.0,641.3,456.7,9.65
Andhra Pradesh,Prakasam,2017.0,702.3,431.1,-0.0
Andhra Pradesh,Krishna,2017.0,1067.7,686.6,13.57
Punjab,Ludhiana,2019.0,917.9,599.3,-4.42
Telangana,Adilabad,2015.0,607.7,346.3,-12.18
Andhra Pradesh,Guntur,2023.0,1020.5,570.4,-5.98
Karnataka,Belgaum,2021.0,662.7,403.8,-14.61
Punjab,Patiala,2021.0,501.4,340.9,23.32
Karnataka,Belgaum,2018.0,671.9,418.8,-11.11
Karnataka,Belgaum,2017.0,914.7,603.2,22.13
Andhra Pradesh,Guntur,2020.0,605.5,376.6,11.1
Andhra Pradesh,Krishna,2018.0,1163.0,838.4,-20.23
Telangana,Nizamabad,2018.0,968.0,711.1,-6.71
Punjab,Patiala,2019.0,875.2,511.0,-22.44
Telangana,Nizamabad,2018.0,733.7,499.7,-17.31
Telangana,Adilabad,2015.0,1124.1,826.8,21.64
Telangana,Warangal,2021.0,1126.4,836.1,24.67
Tamil Nadu,Thanjavur,2015.0,686.4,467.6,20.64
Telangana,Adilabad,2020.0,1091.9,636.6,-11.6
Tamil Nadu,Coimbatore,2015.0,1026.4,650.5,14.74
Karnataka,Mandya,2018.0,734.1,543.2,-4.91
Tamil Nadu,Coimbatore,2023.0,544.3,383.2,2.83
Telangana,Nizamabad,2022.0,708.0,501.3,3.99
Andhra Pradesh,Guntur,2020.0,1001.6,648.7,22.95
Telangana,Nizamabad,2015.0,822.6,612.6,23.47
Maharashtra,Aurangabad,2021.0,500.7,342.9,-24.5
Punjab,Amritsar,2020.0,518.4,332.3,-9.27
Punjab,Amritsar,2021.0,742.9,456.6,4.76
Tamil Nadu,Madurai,2015.0,951.9,585.1,21.67
Tamil Nadu,Coimbatore,2017.0,614.7,358.9,-15.92
Punjab,Ludhiana,2015.0,542.9,324.6,-21.8
Andhra Pradesh,Guntur,2021.0,1096.8,706.2,17.29
