State,District,Crop_Year,Crop,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Fertilizer_Type,Fertilizer_Used_kg_per_ha
Maharashtra,Pune,2021.0,Rice,169.9,75.5,38.4,,
Tamil Nadu,Coimbatore,2016.0,Wheat,70.6,47.5,49.6,,
Telangana,Adilabad,2015.0,Cotton,130.4,35.1,50.8,,
Maharashtra,Nagpur,2017.0,Cotton,108.0,55.6,38.4,,
Maharashtra,Aurangabad,2016.0,Pulses,59.6,85.9,64.7,,
Tamil Nadu,Madurai,2022.0,Soybean,173.0,82.3,32.8,,
Karnataka,Mandya,2023.0,Maize,68.3,89.4,43.7,,
Maharashtra,Aurangabad,2020.0,Sugarcane,72.9,80.3,42.1,,
Telangana,Adilabad,2023.0,Soybean,148.2,38.0,81.6,,
Telangana,Nizamabad,2022.0,Pulses,58.3,55.1,23.0,,
Maharashtra,Pune,2022.0,Soybean,88.4,64.0,25.9,,
Andhra Pradesh,Guntur,2017.0,Wheat,76.4,89.2,34.9,,
Telangana,Warangal,2016.0,Sugarcane,94.9,25.3,50.1,,
Tamil Nadu,Coimbatore,2020.0,Cotton,79.2,61.8,37.1,,
Telangana,Nizamabad,2023.0,Maize,116.4,36.4,55.3,,
Telangana,Nizamabad,2021.0,Soybean,61.4,56.0,56.3,,
Maharashtra,Pune,2019.0,Rice,52.4,53.2,47.8,,
Maharashtra,Nagpur,2017.0,Pulses,142.2,86.1,81.0,,
Andhra Pradesh,Prakasam,2016.0,Cotton,101.5,60.1,63.4,,
Maharashtra,Aurangabad,2017.0,Sugarcane,71.7,72.0,69.2,,
Punjab,Amritsar,2020.0,Groundnut,153.7,53.6,71.3,,
Maharashtra,Nagpur,2021.0,Wheat,174.5,23.7,75.6,,
Andhra Pradesh,Prakasam,2020.0,Maize,141.6,80.8,54.4,,
Punjab,Amritsar,2021.0,Pulses,129.6,72.6,46.5,,
Tamil Nadu,Thanjavur,2020.0,Rice,148.3,86.3,29.7,,
Andhra Pradesh,Krishna,2023.0,Rice,101.9,65.0,83.6,,
Karnataka,Mandya,2021.0,Rice,75.4,64.8,83.0,,
Punjab,Amritsar,2019.0,Groundnut,52.7,76.8,58.6,,
Tamil Nadu,Madurai,2015.0,Wheat,44.0,50.2,31.8,,
Maharashtra,Aurangabad,2021.0,Maize,124.2,21.8,75.4,,
Tamil Nadu,Madurai,2023.0,Maize,41.9,81.0,32.8,,
Punjab,Amritsar,2018.0,Wheat,150.5,36.7,29.1,,
Punjab,Amritsar,2016.0,Cotton,145.4,71.3,39.6,,
Telangana,Nizamabad,2018.0,Groundnut,73.5,41.1,50.5,,
Tamil Nadu,Thanjavur,2022.0,Rice,176.5,48.0,76.3,,
Karnataka,Mandya,2020.0,Groundnut,176.0,31.6,39.1,,
Maharashtra,Nagpur,2022.0,Groundnut,173.2,50.8,79.1,,
Telangana,Warangal,2019.0,Sugarcane,87.4,23.2,81.4,,
Maharashtra,Nagpur,2018.0,Pulses,61.7,75.6,57.5,,
Andhra Pradesh,Prakasam,2023.0,Rice,53.7,85.3,30.9,,
Tamil Nadu,Coimbatore,2023.0,Maize,100.4,35.8,28.0,,
Punjab,Ludhiana,2017.0,Maize,156.4,39.4,62.8,,
Maharashtra,Pune,2018.0,Rice,57.2,48.3,78.4,,
Punjab,Patiala,2021.0,Soybean,133.4,69.7,75.2,,
Karnataka,Belgaum,2016.0,Rice,95.5,29.3,31.9,,
Maharashtra,Pune,2016.0,Wheat,179.1,27.6,80.4,,
Andhra Pradesh,Prakasam,2022.0,Wheat,134.4,35.6,81.7,,
Andhra Pradesh,Krishna,2015.0,Pulses,142.0,71.2,45.9,,
Andhra Pradesh,Krishna,2021.0,Rice,159.1,55.9,49.2,,
Andhra Pradesh,Prakasam,2020.0,Soybean,119.2,51.4,74.7,,
Telangana,Warangal,2019.0,Wheat,60.7,41.7,30.5,,
Karnataka,Belgaum,2016.0,Sugarcane,114.9,81.3,81.6,,
Punjab,Patiala,2015.0,Sugarcane,159.0,38.8,73.0,,
Karnataka,Belgaum,2021.0,Pulses,170.2,83.0,62.7,,
Karnataka,Mandya,2022.0,Pulses,41.9,24.8,53.6,,
Maharashtra,Nagpur,2015.0,Groundnut,174.7,61.8,44.2,,
Maharashtra,Aurangabad,2022.0,Wheat,177.8,30.3,44.8,,
Andhra Pradesh,Guntur,2015.0,Rice,103.9,27.4,40.8,,
Punjab,Amritsar,2021.0,Pulses,155.8,55.6,72.7,,
Punjab,Ludhiana,2023.0,Wheat,54.6,60.6,67.8,,
Maharashtra,Pune,2017.0,Wheat,46.3,27.2,50.0,,
Andhra Pradesh,Prakasam,2021.0,Soybean,41.8,79.2,57.5,,
Maharashtra,Nagpur,2017.0,Sugarcane,126.0,38.1,43.4,,
Telangana,Warangal,2020.0,Rice,94.3,62.4,71.6,,
Punjab,Patiala,2016.0,Pulses,109.0,27.9,82.4,,
Telangana,Warangal,2021.0,Maize,170.0,51.2,67.5,,
Telangana,Warangal,2017.0,Maize,42.3,72.4,68.6,,
Punjab,Patiala,2018.0,Groundnut,156.8,43.6,65.5,,
Andhra Pradesh,Guntur,2020.0,Sugarcane,68.6,68.7,40.9,,
Punjab,Patiala,2019.0,Wheat,58.8,51.6,44.7,,
Andhra Pradesh,Guntur,2015.0,Maize,94.7,41.3,62.2,,
Maharashtra,Nagpur,2016.0,Wheat,40.0,73.2,49.6,,
Punjab,Amritsar,2017.0,Rice,63.5,53.9,42.5,,
Punjab,Patiala,2016.0,Sugarcane,150.2,56.2,35.2,,
Telangana,Nizamabad,2016.0,Groundnut,85.0,24.1,71.5,,
Andhra Pradesh,Krishna,2015.0,Pulses,170.4,64.1,50.3,,
Maharashtra,Pune,2015.0,Sugarcane,61.6,39.2,75.5,,
Andhra Pradesh,Krishna,2021.0,Rice,94.6,39.7,21.1,,
Telangana,Nizamabad,2016.0,Groundnut,147.3,32.3,49.2,,
Karnataka,Belgaum,2020.0,Groundnut,61.7,44.9,75.8,,
Telangana,Warangal,2021.0,Soybean,179.3,70.5,75.9,,
Maharashtra,Nagpur,2015.0,Sugarcane,75.4,84.8,78.8,,
Maharashtra,Aurangabad,2017.0,Sugarcane,121.5,41.5,35.2,,
Punjab,Patiala,2017.0,Soybean,97.0,70.8,26.9,,
Telangana,Adilabad,2016.0,Groundnut,152.3,29.0,74.6,,
Karnataka,Belgaum,2020.0,Rice,132.7,78.5,50.1,,
Punjab,Patiala,2015.0,Groundnut,64.8,61.2,42.6,,
Tamil Nadu,Thanjavur,2018.0,Maize,174.2,72.0,62.8,,
Maharashtra,Pune,2015.0,Maize,122.6,78.5,20.1,,
Tamil Nadu,Coimbatore,2019.0,Cotton,97.2,81.9,60.4,,
Maharashtra,Pune,2018.0,Wheat,87.9,63.5,58.2,,
Telangana,Warangal,2019.0,Rice,161.0,30.2,58.7,,
Telangana,Warangal,2020.0,Wheat,91.2,73.9,59.9,,
Maharashtra,Pune,2017.0,Wheat,45.5,69.1,81.9,,
Maharashtra,Nagpur,2018.0,Maize,46.8,31.9,65.5,,
Maharashtra,Pune,2015.0,Maize,69.5,83.9,37.2,,
Andhra Pradesh,Krishna,2022.0,Soybean,145.3,39.2,71.7,,
Andhra Pradesh,Guntur,2019.0,Cotton,92.9,23.7,86.2,,
Maharashtra,Nagpur,2022.0,Pulses,138.6,28.7,24.9,,
Andhra Pradesh,Krishna,2018.0,Pulses,100.6,84.2,28.8,,
Maharashtra,Aurangabad,2018.0,Cotton,153.8,71.9,65.7,,
Punjab,Patiala,2017.0,Groundnut,99.8,44.8,20.4,,
Andhra Pradesh,Krishna,2016.0,Rice,71.0,79.4,87.3,,
Maharashtra,Pune,2022.0,Maize,46.6,22.9,79.1,,
Telangana,Warangal,2022.0,Maize,73.2,39.0,68.2,,
Andhra Pradesh,Guntur,2015.0,Soybean,129.3,29.3,52.4,,
Punjab,Ludhiana,2017.0,Pulses,87.2,38.5,47.9,,
Karnataka,Belgaum,2017.0,Groundnut,122.5,77.7,60.8,,
Punjab,Amritsar,2015.0,Cotton,105.4,64.5,66.2,,
Maharashtra,Aurangabad,2023.0,Soybean,179.2,49.9,60.0,,
Telangana,Adilabad,2022.0,Sugarcane,161.0,27.5,23.9,,
Telangana,Warangal,2015.0,Maize,56.7,55.9,73.8,,
Maharashtra,Pune,2019.0,Sugarcane,69.4,89.4,60.0,,
Tamil Nadu,Coimbatore,2020.0,Cotton,127.1,71.3,87.3,,
Telangana,Warangal,2018.0,Sugarcane,54.4,76.5,38.1,,
Telangana,Nizamabad,2022.0,Wheat,56.5,50.6,25.0,,
Karnataka,Raichur,2019.0,Cotton,68.6,61.6,65.8,,
Punjab,Patiala,2018.0,Sugarcane,162.8,60.9,68.0,,
Tamil Nadu,Thanjavur,2023.0,Soybean,67.5,40.7,49.3,,
Andhra Pradesh,Guntur,2020.0,Pulses,157.2,60.7,22.1,,
Tamil Nadu,Madurai,2015.0,Soybean,129.3,86.8,88.6,,
Maharashtra,Aurangabad,2015.0,Cotton,150.9,65.0,24.7,,
Karnataka,Raichur,2015.0,Pulses,174.1,55.2,58.2,,
Andhra Pradesh,Guntur,2018.0,Groundnut,55.3,25.6,77.3,,
Maharashtra,Aurangabad,2022.0,Cotton,118.5,81.3,77.8,,
Karnataka,Mandya,2015.0,Wheat,144.3,74.6,82.8,,
Punjab,Amritsar,2019.0,Pulses,101.0,41.0,83.5,,
Tamil Nadu,Madurai,2020.0,Sugarcane,75.4,77.1,34.0,,
Maharashtra,Nagpur,2020.0,Soybean,70.9,50.3,41.1,,
Maharashtra,Pune,2021.0,Maize,72.7,24.1,81.3,,
Telangana,Warangal,2020.0,Wheat,47.5,72.3,25.4,,
Karnataka,Mandya,2020.0,Cotton,64.8,57.6,36.5,,
Maharashtra,Nagpur,2018.0,Wheat,105.7,54.5,49.3,,
Telangana,Warangal,2015.0,Pulses,144.8,28.6,40.3,,
Tamil Nadu,Thanjavur,2023.0,Wheat,120.5,29.4,45.1,,
Punjab,Patiala,2023.0,Cotton,47.1,32.6,76.9,,
Andhra Pradesh,Krishna,2018.0,Maize,136.4,36.4,50.3,,
Punjab,Ludhiana,2022.0,Pulses,119.0,40.6,72.9,,
Andhra Pradesh,Guntur,2022.0,Rice,158.4,83.8,72.0,,
Tamil Nadu,Madurai,2019.0,Groundnut,129.3,83.4,53.9,,
Maharashtra,Aurangabad,2016.0,Sugarcane,176.4,85.9,32.9,,
Telangana,Warangal,2018.0,Wheat,119.8,88.6,67.5,,
Karnataka,Mandya,2018.0,Soybean,156.4,28.1,76.9,,
Karnataka,Raichur,2015.0,Wheat,104.2,38.6,88.4,,
Karnataka,Belgaum,2019.0,Sugarcane,47.3,86.1,64.8,,
Andhra Pradesh,Krishna,2023.0,Pulses,171.3,45.8,41.9,,
Punjab,Ludhiana,2017.0,Cotton,65.7,50.7,29.1,,
Telangana,Warangal,2019.0,Maize,128.6,85.3,84.2,,
Telangana,Warangal,2021.0,Rice,96.1,49.9,20.3,,
Andhra Pradesh,Prakasam,2020.0,Rice,157.9,21.4,33.3,,
Andhra Pradesh,Guntur,2023.0,Groundnut,168.9,29.8,31.3,,
Tamil Nadu,Coimbatore,2016.0,Soybean,155.3,29.0,56.1,,
Andhra Pradesh,Prakasam,2023.0,Pulses,59.3,63.3,61.6,,
Maharashtra,Pune,2022.0,Maize,95.3,59.9,40.6,,
Tamil Nadu,Madurai,2023.0,Cotton,96.4,42.0,35.5,,
Maharashtra,Aurangabad,2016.0,Sugarcane,82.1,25.9,85.9,,
Tamil Nadu,Coimbatore,2021.0,Soybean,126.4,22.1,20.2,,
Telangana,Nizamabad,2018.0,Cotton,113.4,65.0,36.7,,
Tamil Nadu,Madurai,2021.0,Cotton,139.9,37.5,80.6,,
Andhra Pradesh,Krishna,2016.0,Groundnut,145.7,50.0,45.0,,
Andhra Pradesh,Krishna,2023.0,Groundnut,77.4,62.6,54.4,,
Maharashtra,Pune,2019.0,Pulses,57.3,71.4,76.8,,
Telangana,Warangal,2022.0,Maize,78.9,82.9,28.7,,
Tamil Nadu,Madurai,2017.0,Groundnut,63.4,34.3,21.3,,
Andhra Pradesh,Guntur,2021.0,Soybean,155.4,41.0,76.3,,
Maharashtra,Aurangabad,2020.0,Pulses,69.3,86.8,45.3,,
Punjab,Ludhiana,2017.0,Pulses,159.1,79.7,74.0,,
Punjab,Ludhiana,2019.0,Wheat,141.0,73.7,88.9,,
Andhra Pradesh,Krishna,2016.0,Cotton,59.2,41.8,80.3,,
Andhra Pradesh,Krishna,2015.0,Pulses,156.9,64.1,28.9,,
Karnataka,Mandya,2019.0,Soybean,124.0,89.9,60.8,,
Maharashtra,Aurangabad,2020.0,Rice,139.6,73.0,27.4,,
Punjab,Patiala,2021.0,Maize,113.7,69.9,31.7,,
Telangana,Warangal,2016.0,Wheat,96.0,85.7,69.8,,
Maharashtra,Pune,2022.0,Groundnut,118.9,32.3,87.3,,
Punjab,Ludhiana,2021.0,Soybean,162.3,85.3,40.1,,
Andhra Pradesh,Guntur,2015.0,Maize,113.7,36.9,35.2,,
Andhra Pradesh,Guntur,2017.0,Sugarcane,133.2,70.8,84.7,,
Punjab,Amritsar,2021.0,Groundnut,60.8,63.7,61.0,,
Maharashtra,Aurangabad,2023.0,Cotton,55.5,88.0,87.0,,
Karnataka,Mandya,2017.0,Sugarcane,89.0,74.5,70.6,,
Karnataka,Mandya,2019.0,Soybean,143.5,51.9,75.4,,
Andhra Pradesh,Prakasam,2023.0,Sugarcane,72.4,44.0,80.5,,
Andhra Pradesh,Prakasam,2017.0,Soybean,123.9,56.1,77.4,,
Maharashtra,Pune,2017.0,Maize,156.2,69.0,61.0,,
Andhra Pradesh,Prakasam,2023.0,Groundnut,161.2,20.3,23.5,,
Karnataka,Belgaum,2015.0,Pulses,91.1,51.4,71.6,,
Maharashtra,Aurangabad,2021.0,Wheat,55.9,58.1,61.1,,
Telangana,Warangal,2017.0,Rice,109.9,30.2,29.8,,
Punjab,Amritsar,2022.0,Maize,144.3,89.5,84.7,,
Maharashtra,Aurangabad,2022.0,Pulses,153.2,51.3,89.9,,
Andhra Pradesh,Krishna,2023.0,Wheat,109.2,22.1,74.5,,
Telangana,Nizamabad,2020.0,Soybean,58.8,87.3,41.9,,
Telangana,Adilabad,2016.0,Sugarcane,54.0,88.8,86.6,,
Maharashtra,Pune,2015.0,Soybean,122.6,70.2,77.0,,
Maharashtra,Nagpur,2023.0,Soybean,93.6,87.7,77.1,,
Andhra Pradesh,Prakasam,2021.0,Wheat,176.3,40.8,42.3,,
Karnataka,Belgaum,2022.0,Maize,160.4,68.7,49.1,,
Tamil Nadu,Coimbatore,2016.0,Groundnut,68.3,23.6,89.9,,
Telangana,Warangal,2016.0,Sugarcane,62.1,33.8,40.8,,
Andhra Pradesh,Prakasam,2016.0,Sugarcane,126.1,22.7,76.8,,
Karnataka,Belgaum,2019.0,Pulses,113.0,35.3,20.9,,
Punjab,Patiala,2022.0,Sugarcane,49.1,25.4,87.4,,
Telangana,Warangal,2023.0,Cotton,77.6,39.8,20.5,,
Telangana,Adilabad,2016.0,Sugarcane,113.8,32.7,21.2,,
Tamil Nadu,Coimbatore,2021.0,Soybean,148.6,37.9,35.0,,
Punjab,Ludhiana,2021.0,Maize,131.3,80.7,54.7,,
Karnataka,Mandya,2018.0,Sugarcane,171.2,30.7,65.9,,
Karnataka,Mandya,2019.0,Sugarcane,92.8,58.2,34.5,,
Karnataka,Mandya,2016.0,Wheat,132.9,85.6,60.1,,
Telangana,Warangal,2019.0,Maize,149.3,52.8,88.6,,
Karnataka,Belgaum,2016.0,Rice,160.3,81.2,74.0,,
Punjab,Ludhiana,2016.0,Cotton,65.2,60.0,60.5,,
Maharashtra,Nagpur,2021.0,Pulses,122.4,40.1,78.3,,
Tamil Nadu,Thanjavur,2019.0,Soybean,125.4,27.4,21.5,,
Telangana,Nizamabad,2023.0,Cotton,147.6,83.6,48.4,,
Maharashtra,Pune,2016.0,Wheat,75.0,56.1,77.4,,
Karnataka,Mandya,2019.0,Sugarcane,123.7,28.9,86.6,,
Punjab,Patiala,2017.0,Sugarcane,129.3,26.1,56.4,,
Maharashtra,Nagpur,2021.0,Cotton,106.7,42.6,31.4,,
Maharashtra,Aurangabad,2016.0,Maize,55.4,79.1,79.8,,
Maharashtra,Nagpur,2016.0,Wheat,172.1,54.4,85.9,,
Maharashtra,Pune,2018.0,Sugarcane,78.3,71.8,30.6,,
Tamil Nadu,Madurai,2022.0,Soybean,127.7,89.7,29.9,,
Maharashtra,Nagpur,2021.0,Cotton,172.9,78.7,60.6,,
Karnataka,Mandya,2015.0,Wheat,70.5,51.7,58.2,,
Punjab,Patiala,2017.0,Maize,158.0,81.6,45.0,,
Punjab,Ludhiana,2018.0,Groundnut,154.5,77.6,49.3,,
Andhra Pradesh,Prakasam,2016.0,Wheat,75.0,29.3,37.4,,
Andhra Pradesh,Guntur,2016.0,Cotton,88.6,29.6,56.8,,
Punjab,Patiala,2015.0,Maize,164.1,76.3,36.1,,
Maharashtra,Pune,2021.0,Pulses,152.6,82.0,64.8,,
Tamil Nadu,Madurai,2019.0,Maize,44.7,58.0,24.2,,
Karnataka,Raichur,2017.0,Pulses,52.8,42.9,20.4,,
Karnataka,Mandya,2021.0,Soybean,159.5,63.4,66.5,,
Andhra Pradesh,Guntur,2016.0,Groundnut,136.1,24.7,65.7,,
Tamil Nadu,Madurai,2020.0,Cotton,66.2,21.5,56.3,,
Punjab,Amritsar,2022.0,Sugarcane,109.1,47.2,20.3,,
Punjab,Ludhiana,2015.0,Groundnut,117.2,47.7,73.4,,
Maharashtra,Nagpur,2022.0,Soybean,134.5,29.5,85.4,,
Tamil Nadu,Thanjavur,2021.0,Sugarcane,50.8,65.5,46.3,,
Karnataka,Raichur,2022.0,Soybean,152.2,41.2,80.6,,
Telangana,Warangal,2019.0,Rice,126.3,52.3,82.7,,
Tamil Nadu,Madurai,2020.0,Cotton,96.4,71.6,39.7,,
Karnataka,Mandya,2019.0,Cotton,54.5,20.7,25.0,,
Karnataka,Mandya,2015.0,Maize,84.9,50.6,82.3,,
Karnataka,Belgaum,2018.0,Wheat,109.9,88.5,39.5,,
Telangana,Nizamabad,2021.0,Rice,107.4,34.4,33.5,,
Maharashtra,Nagpur,2020.0,Wheat,55.0,55.1,59.6,,
Maharashtra,Nagpur,2023.0,Sugarcane,116.1,34.7,54.9,,
Telangana,Warangal,2022.0,Cotton,46.1,50.6,44.9,,
Telangana,Warangal,2020.0,Groundnut,132.7,30.2,40.4,,
Tamil Nadu,Thanjavur,2023.0,Maize,173.2,23.8,59.9,,
Andhra Pradesh,Guntur,2021.0,Rice,126.5,81.9,44.3,,
Telangana,Warangal,2021.0,Soybean,76.9,26.6,51.7,,
Telangana,Nizamabad,2015.0,Soybean,129.1,54.5,62.1,,
Punjab,Ludhiana,2015.0,Rice,104.5,45.0,81.6,,
Tamil Nadu,Thanjavur,2015.0,Pulses,82.5,74.6,64.6,,
Telangana,Adilabad,2021.0,Groundnut,173.6,41.1,72.9,,
Tamil Nadu,Thanjavur,2022.0,Soybean,155.4,84.5,32.1,,
Maharashtra,Nagpur,2021.0,Groundnut,51.1,54.8,55.5,,
Tamil Nadu,Madurai,2019.0,Groundnut,88.5,60.3,61.4,,
Punjab,Ludhiana,2021.0,Pulses,117.8,29.5,47.7,,
Maharashtra,Pune,2021.0,Pulses,113.3,49.4,73.5,,
Karnataka,Mandya,2021.0,Pulses,175.6,51.8,41.7,,
Telangana,Nizamabad,2018.0,Sugarcane,132.8,65.4,34.1,,
Maharashtra,Pune,2015.0,Pulses,106.0,42.4,49.7,,
Telangana,Warangal,2017.0,Cotton,106.6,87.9,32.0,,
Maharashtra,Pune,2022.0,Soybean,113.5,52.9,50.3,,
Punjab,Patiala,2016.0,Cotton,63.1,75.0,87.3,,
Karnataka,Mandya,2018.0,Pulses,139.4,78.7,64.8,,
Tamil Nadu,Coimbatore,2021.0,Pulses,94.1,28.0,51.3,,
Telangana,Nizamabad,2016.0,Maize,50.0,55.1,86.3,,
Maharashtra,Nagpur,2016.0,Groundnut,87.7,69.9,79.9,,
Tamil Nadu,Madurai,2023.0,Cotton,135.3,76.2,79.4,,
Punjab,Amritsar,2021.0,Wheat,55.2,32.0,25.6,,
Andhra Pradesh,Prakasam,2020.0,Pulses,174.0,24.8,77.5,,
Telangana,Nizamabad,2017.0,Soybean,155.8,81.7,35.7,,
Punjab,Amritsar,2016.0,Groundnut,122.7,22.3,43.7,,
Andhra Pradesh,Guntur,2020.0,Maize,164.3,88.9,44.9,,
Tamil Nadu,Coimbatore,2022.0,Sugarcane,128.6,76.8,81.9,,
Telangana,Adilabad,2016.0,Pulses,61.2,61.2,78.8,,
Andhra Pradesh,Krishna,2023.0,Sugarcane,89.0,64.0,81.1,,
Tamil Nadu,Thanjavur,2019.0,Sugarcane,83.2,86.2,53.4,,
Punjab,Ludhiana,2018.0,Soybean,78.1,56.2,40.2,,
Punjab,Ludhiana,2018.0,Rice,158.5,29.3,58.3,,
Tamil Nadu,Madurai,2020.0,Maize,98.0,53.4,85.8,,
Telangana,Adilabad,2023.0,Maize,125.4,29.4,55.8,,
Maharashtra,Nagpur,2018.0,Sugarcane,152.7,22.3,83.5,,
Telangana,Adilabad,2022.0,Maize,131.9,86.2,84.1,,
Punjab,Ludhiana,2022.0,Soybean,91.9,27.6,38.3,,
Tamil Nadu,Coimbatore,2017.0,Rice,167.7,87.3,62.4,,
Punjab,Patiala,2023.0,Cotton,75.8,79.2,60.9,,
Maharashtra,Pune,2023.0,Soybean,52.3,89.4,59.5,,
Andhra Pradesh,Prakasam,2017.0,Pulses,140.2,58.6,20.7,,
Maharashtra,Pune,2018.0,Rice,85.0,50.0,33.5,,
Tamil Nadu,Madurai,2023.0,Wheat,99.3,61.3,72.2,,
Andhra Pradesh,Krishna,2023.0,Wheat,57.5,86.9,54.0,,
Karnataka,Raichur,2022.0,Sugarcane,71.7,26.3,23.2,,
Telangana,Warangal,2023.0,Wheat,60.1,24.2,20.6,,
Tamil Nadu,Thanjavur,2023.0,Cotton,106.4,44.2,81.0,,
Maharashtra,Nagpur,2017.0,Groundnut,67.9,65.1,86.3,,
Andhra Pradesh,Krishna,2022.0,Soybean,47.1,74.9,34.5,,
Tamil Nadu,Coimbatore,2018.0,Pulses,177.3,52.9,74.8,,
Punjab,Patiala,2021.0,Soybean,46.7,50.8,49.6,,
Maharashtra,Nagpur,2019.0,Rice,104.3,42.5,85.2,,
Punjab,Patiala,2015.0,Maize,162.7,26.2,59.5,,
Punjab,Ludhiana,2020.0,Cotton,88.3,35.6,58.8,,
Punjab,Amritsar,2019.0,Wheat,74.3,70.5,64.1,,
Punjab,Ludhiana,2022.0,Pulses,77.3,26.1,59.1,,
Punjab,Ludhiana,2023.0,Pulses,155.0,53.0,37.0,,
Telangana,Adilabad,2023.0,Pulses,102.8,42.5,85.9,,
Andhra Pradesh,Prakasam,2015.0,Rice,101.9,62.9,58.3,,
Karnataka,Belgaum,2022.0,Wheat,169.1,57.5,74.6,,
Andhra Pradesh,Krishna,2022.0,Cotton,83.2,23.6,67.8,,
Andhra Pradesh,Krishna,2017.0,Pulses,143.0,34.1,23.6,,
Tamil Nadu,Coimbatore,2019.0,Rice,86.8,64.2,86.0,,
Karnataka,Belgaum,2020.0,Soybean,68.6,33.4,34.5,,
Karnataka,Mandya,2017.0,Sugarcane,51.2,31.0,57.7,,
Karnataka,Belgaum,2021.0,Soybean,142.7,37.1,41.9,,
Punjab,Patiala,2023.0,Sugarcane,138.3,69.9,73.9,,
Karnataka,Raichur,2017.0,Wheat,136.2,54.3,49.5,,
Karnataka,Mandya,2022.0,Wheat,90.6,24.8,25.2,,
Andhra Pradesh,Guntur,2022.0,Pulses,49.0,53.5,61.1,,
Punjab,Amritsar,2016.0,Sugarcane,93.3,32.4,55.3,,
Karnataka,Raichur,2016.0,Wheat,117.2,67.4,59.9,,
Maharashtra,Aurangabad,2016.0,Maize,40.6,88.3,42.8,,
Andhra Pradesh,Guntur,2017.0,Groundnut,134.5,72.9,62.6,,
Punjab,Amritsar,2020.0,Rice,152.6,55.7,53.7,,
Andhra Pradesh,Krishna,2022.0,Pulses,83.1,55.1,42.4,,
Punjab,Ludhiana,2016.0,Pulses,46.5,89.8,65.3,,
Punjab,Patiala,2018.0,Sugarcane,133.2,41.7,65.8,,
Karnataka,Raichur,2017.0,Pulses,102.2,48.4,45.4,,
Punjab,Patiala,2016.0,Cotton,44.6,51.9,61.9,,
Maharashtra,Pune,2016.0,Maize,136.4,67.6,72.2,,
Tamil Nadu,Coimbatore,2023.0,Soybean,143.8,40.4,87.5,,
Telangana,Nizamabad,2020.0,Soybean,100.2,80.8,34.6,,
Maharashtra,Pune,2020.0,Maize,79.6,21.5,84.2,,
Andhra Pradesh,Prakasam,2021.0,Pulses,74.1,89.5,51.4,,
Telangana,Warangal,2023.0,Groundnut,150.3,25.9,24.9,,
Punjab,Amritsar,2016.0,Soybean,68.6,38.3,74.0,,
Punjab,Amritsar,2015.0,Cotton,157.1,67.0,87.8,,
Andhra Pradesh,Krishna,2017.0,Maize,58.9,30.4,41.2,,
Andhra Pradesh,Guntur,2020.0,Rice,131.9,42.1,66.0,,
Tamil Nadu,Thanjavur,2021.0,Cotton,161.6,30.3,58.6,,
Andhra Pradesh,Krishna,2015.0,Groundnut,105.3,32.9,66.8,,
Andhra Pradesh,Krishna,2023.0,Wheat,93.7,67.6,25.6,,
Karnataka,Mandya,2019.0,Cotton,105.6,69.9,86.2,,
Tamil Nadu,Coimbatore,2017.0,Wheat,58.0,64.9,80.7,,
Tamil Nadu,Thanjavur,2016.0,Sugarcane,94.7,77.9,57.1,,
Maharashtra,Pune,2017.0,Sugarcane,170.9,21.2,24.6,,
Telangana,Nizamabad,2017.0,Cotton,162.5,61.7,39.1,,
Tamil Nadu,Madurai,2020.0,Wheat,177.1,37.8,26.3,,
Punjab,Patiala,2016.0,Cotton,151.9,69.7,39.5,,
Punjab,Patiala,2021.0,Cotton,75.9,70.2,48.2,,
Karnataka,Raichur,2021.0,Groundnut,109.9,37.5,39.0,,
Telangana,Nizamabad,2015.0,Soybean,101.9,38.1,84.9,,
Telangana,Adilabad,2022.0,Groundnut,112.6,24.8,82.5,,
Tamil Nadu,Madurai,2016.0,Soybean,120.2,70.1,68.2,,
Maharashtra,Pune,2017.0,Sugarcane,92.6,50.3,51.3,,
Telangana,Adilabad,2017.0,Maize,123.9,48.8,77.8,,
Tamil Nadu,Madurai,2021.0,Cotton,40.9,83.2,81.8,,
Tamil Nadu,Coimbatore,2015.0,Groundnut,174.1,30.7,22.7,,
Andhra Pradesh,Guntur,2016.0,Wheat,67.5,33.8,40.5,,
Tamil Nadu,Madurai,2017.0,Sugarcane,111.7,81.4,20.1,,
Karnataka,Raichur,2016.0,Rice,113.7,56.1,20.1,,
Punjab,Patiala,2023.0,Soybean,163.9,63.3,49.7,,
Maharashtra,Nagpur,2018.0,Cotton,114.5,39.1,62.6,,
Tamil Nadu,Thanjavur,2018.0,Rice,148.9,35.0,45.8,,
Punjab,Ludhiana,2020.0,Groundnut,49.2,81.1,30.4,,
Tamil Nadu,Thanjavur,2023.0,Cotton,55.7,25.1,89.3,,
Karnataka,Mandya,2019.0,Pulses,45.2,78.3,42.7,,
Tamil Nadu,Thanjavur,2022.0,Maize,113.5,81.9,66.6,,
Punjab,Amritsar,2023.0,Sugarcane,50.0,80.9,53.7,,
Telangana,Nizamabad,2022.0,Wheat,72.4,71.1,69.9,,
Karnataka,Belgaum,2021.0,Pulses,137.1,72.9,89.3,,
Andhra Pradesh,Guntur,2021.0,Pulses,88.1,62.4,58.1,,
Tamil Nadu,Thanjavur,2017.0,Pulses,152.5,25.6,50.2,,
