State,District,Crop_Year,Soil_Type,pH_Level,Organic_Carbon_%,Fertility_Level
Telangana,Adilabad,2023,Black,6.19,0.52,Medium
Maharashtra,Pune,2020,Black,7.21,0.54,High
Karnataka,Belgaum,2017,Red,6.1,1.04,Medium
Telangana,Nizamabad,2015,Clay,7.55,0.6,Medium
Tamil Nadu,Madurai,2018,Red,7.49,0.56,Low
Karnataka,Belgaum,2023,Red,6.94,0.63,High
Tamil Nadu,Coimbatore,2017,Loamy,7.43,1.11,High
Karnataka,Raichur,2023,Red,7.89,1.17,Low
Andhra Pradesh,Prakasam,2021,Loamy,5.73,0.68,Low
Punjab,Patiala,2018,Alluvial,6.49,0.49,Low
Tamil Nadu,Thanjavur,2017,Red,7.36,1.02,Medium
Maharashtra,Aurangabad,2019,Red,6.95,1.06,Medium
Karnataka,Belgaum,2019,Red,6.5,0.67,Low
Karnataka,Mandya,2017,Loamy,6.57,0.43,High
Punjab,Ludhiana,2023,Black,7.33,0.82,Low
Telangana,Adilabad,2018,Black,6.23,0.77,Medium
Maharashtra,Aurangabad,2019,Red,7.98,0.57,High
Punjab,Patiala,2018,Red,5.91,0.59,Medium
Tamil Nadu,Madurai,2019,Red,6.06,1.14,Medium
Maharashtra,Pune,2021,Red,7.05,0.37,High
Maharashtra,Pune,2023,Red,6.99,0.61,Low
Telangana,Warangal,2021,Black,7.33,0.6,High
Tamil Nadu,Madurai,2019,Red,7.16,0.81,Medium
Maharashtra,Aurangabad,2021,Alluvial,5.69,0.93,Medium
Andhra Pradesh,Prakasam,2019,Clay,7.02,0.58,Low
Tamil Nadu,Coimbatore,2017,Loamy,7.01,0.41,Medium
Maharashtra,Pune,2021,Clay,7.39,0.33,Medium
Karnataka,Raichur,2016,Loamy,7.84,1.17,Low
Tamil Nadu,Madurai,2023,Alluvial,7.66,0.44,Medium
Karnataka,Raichur,2015,Black,5.9,0.82,High
Tamil Nadu,Thanjavur,2020,Red,5.83,1.06,Medium
Tamil Nadu,Coimbatore,2021,Clay,6.24,0.59,Low
Tamil Nadu,Thanjavur,2022,Red,6.34,0.58,Low
Karnataka,Belgaum,2023,Clay,7.04,0.97,Low
Tamil Nadu,Madurai,2016,Red,7.51,0.95,High
Karnataka,Mandya,2016,Alluvial,6.18,0.33,Medium
Andhra Pradesh,Krishna,2019,Black,7.58,1.07,High
Maharashtra,Pune,2019,Clay,7.0,0.99,Medium
Karnataka,Raichur,2020,Black,7.94,1.15,Medium
Maharashtra,Aurangabad,2017,Clay,7.77,0.76,Medium
Maharashtra,Pune,2022,Alluvial,6.43,0.89,Medium
Maharashtra,Pune,2015,Clay,7.41,0.82,Medium
Karnataka,Mandya,2020,Clay,7.96,1.04,High
Andhra Pradesh,Prakasam,2018,Clay,7.43,1.15,High
Andhra Pradesh,Prakasam,2015,Red,5.6,0.55,Medium
Maharashtra,Aurangabad,2021,Red,7.8,0.82,Low
Karnataka,Raichur,2023,Clay,7.97,0.62,Low
Punjab,Patiala,2018,Black,5.63,0.65,High
Telangana,Nizamabad,2018,Alluvial,7.76,0.53,Low
Maharashtra,Nagpur,2020,Black,7.38,0.55,High
Andhra Pradesh,Guntur,2017,Loamy,7.29,0.98,High
Punjab,Patiala,2020,Loamy,5.89,0.71,Low
Karnataka,Raichur,2021,Loamy,6.9,1.04,Medium
Tamil Nadu,Coimbatore,2017,Alluvial,6.61,0.36,High
Punjab,Ludhiana,2021,Black,6.07,0.95,High
Andhra Pradesh,Krishna,2017,Red,7.98,0.97,Medium
Maharashtra,Aurangabad,2016,Alluvial,7.9,1.04,High
Maharashtra,Nagpur,2018,Alluvial,6.77,0.88,Low
Andhra Pradesh,Guntur,2022,Alluvial,7.73,0.53,Low
Punjab,Patiala,2023,Clay,7.77,0.92,Medium
Tamil Nadu,Madurai,2021,Loamy,5.5,0.88,Medium
Andhra Pradesh,Prakasam,2015,Black,7.88,0.33,Low
Tamil Nadu,Madurai,2017,Clay,6.31,0.45,Low
Maharashtra,Nagpur,2023,Clay,7.44,0.42,Low
Telangana,Nizamabad,2015,Loamy,7.86,0.42,High
Telangana,Adilabad,2023,Clay,6.73,0.67,Low
Punjab,Ludhiana,2022,Black,6.63,0.78,High
Telangana,Warangal,2015,Alluvial,5.53,0.76,Medium
Tamil Nadu,Coimbatore,2020,Black,6.36,0.53,Low
Karnataka,Raichur,2019,Black,6.41,1.1,Low
Karnataka,Raichur,2020,Clay,6.77,1.0,High
Telangana,Adilabad,2019,Red,6.73,1.16,Medium
Tamil Nadu,Coimbatore,2020,Loamy,6.76,0.83,Medium
Tamil Nadu,Thanjavur,2019,Loamy,7.25,0.9,High
Karnataka,Mandya,2019,Alluvial,6.51,1.0,High
Andhra Pradesh,Krishna,2018,Red,6.47,0.65,High
Telangana,Warangal,2017,Loamy,6.58,0.9,High
Andhra Pradesh,Prakasam,2017,Clay,5.84,1.17,High
Karnataka,Belgaum,2018,Loamy,6.86,1.04,Medium
Punjab,Patiala,2023,Red,6.77,0.59,Medium
Maharashtra,Nagpur,2016,Loamy,6.06,0.7,Medium
Punjab,Patiala,2023,Clay,7.4,0.6,Medium
Andhra Pradesh,Krishna,2015,Red,7.46,0.67,High
Telangana,Warangal,2015,Alluvial,7.69,0.46,High
Karnataka,Belgaum,2019,Loamy,5.95,0.51,High
Andhra Pradesh,Guntur,2020,Black,6.63,1.13,Medium
Punjab,Amritsar,2020,Alluvial,5.92,1.15,Low
Telangana,Adilabad,2017,Black,5.89,0.31,High
Punjab,Patiala,2021,Clay,7.08,0.33,High
Maharashtra,Aurangabad,2023,Alluvial,7.11,0.88,Medium
Karnataka,Belgaum,2022,Alluvial,7.2,0.52,High
Maharashtra,Pune,2020,Black,6.27,1.1,Medium
Telangana,Nizamabad,2022,Red,7.21,0.43,Medium
Tamil Nadu,Thanjavur,2019,Black,7.24,0.39,Low
Andhra Pradesh,Guntur,2022,Black,7.35,0.45,Medium
Karnataka,Raichur,2018,Loamy,6.78,0.63,High
Maharashtra,Pune,2022,Black,5.69,0.38,Medium
Karnataka,Raichur,2016,Alluvial,5.53,0.75,Low
Punjab,Patiala,2019,Black,7.01,1.02,Low
Maharashtra,Pune,2023,Alluvial,6.44,0.9,Low
Telangana,Nizamabad,2018,Alluvial,6.25,0.47,High
Tamil Nadu,Thanjavur,2020,Loamy,6.78,0.47,Low
Andhra Pradesh,Guntur,2015,Loamy,6.65,0.42,High
Andhra Pradesh,Guntur,2023,Alluvial,7.52,0.83,Medium
Tamil Nadu,Thanjavur,2015,Alluvial,7.08,0.92,High
Punjab,Ludhiana,2019,Clay,7.09,1.05,Low
Telangana,Adilabad,2018,Black,7.46,1.0,Medium
Andhra Pradesh,Prakasam,2017,Alluvial,6.78,1.15,Medium
Telangana,Adilabad,2020,Red,5.93,1.16,Low
Telangana,Warangal,2016,Loamy,6.36,1.03,Low
Maharashtra,Nagpur,2017,Alluvial,5.78,0.83,Medium
Karnataka,Raichur,2019,Red,7.07,1.11,High
Karnataka,Mandya,2023,Loamy,6.88,1.15,High
Punjab,Amritsar,2016,Loamy,6.48,0.54,High
Karnataka,Belgaum,2022,Black,6.43,0.4,Medium
Punjab,Ludhiana,2016,Black,7.25,0.71,High
Telangana,Warangal,2019,Red,6.42,1.13,Medium
Punjab,Ludhiana,2021,Black,7.04,1.02,Medium
Andhra Pradesh,Prakasam,2022,Black,6.69,1.1,Low
Punjab,Amritsar,2015,Black,6.3,0.5,Low
Maharashtra,Aurangabad,2020,Alluvial,7.88,0.74,Medium
Telangana,Warangal,2015,Loamy,7.17,0.81,Medium
Karnataka,Mandya,2016,Clay,7.45,0.76,Low
Maharashtra,Pune,2015,Alluvial,5.62,0.86,Low
Karnataka,Mandya,2019,Black,6.43,0.56,High
Telangana,Adilabad,2023,Loamy,5.89,0.5,Medium
Maharashtra,Nagpur,2020,Clay,7.94,1.17,Low
Tamil Nadu,Coimbatore,2015,Black,5.51,0.36,Medium
Tamil Nadu,Coimbatore,2015,Black,5.89,1.11,High
Karnataka,Mandya,2016,Alluvial,6.35,0.94,High
Karnataka,Mandya,2023,Alluvial,6.39,0.38,High
Punjab,Ludhiana,2017,Loamy,7.91,0.81,Low
Telangana,Nizamabad,2015,Alluvial,5.62,0.8,Low
Tamil Nadu,Madurai,2019,Clay,6.61,1.1,High
Tamil Nadu,Coimbatore,2021,Alluvial,5.6,0.34,High
Tamil Nadu,Madurai,2020,Clay,5.75,0.97,Low
Telangana,Warangal,2015,Black,6.5,0.81,Low
Telangana,Warangal,2019,Loamy,6.19,1.16,Low
Telangana,Adilabad,2019,Clay,7.56,0.71,High
Tamil Nadu,Thanjavur,2020,Loamy,7.01,0.93,Medium
Maharashtra,Aurangabad,2017,Loamy,7.02,0.87,Low
Andhra Pradesh,Guntur,2019,Black,5.7,0.99,Medium
Tamil Nadu,Madurai,2021,Clay,7.81,0.36,Medium
Maharashtra,Nagpur,2019,Alluvial,6.73,0.82,Low
Tamil Nadu,Coimbatore,2019,Clay,5.93,0.6,High
Karnataka,Raichur,2019,Black,5.65,0.74,Low
Karnataka,Mandya,2017,Red,7.63,0.82,High
Maharashtra,Aurangabad,2015,Alluvial,6.32,0.99,Low
Punjab,Amritsar,2019,Black,5.51,0.39,Low
Karnataka,Belgaum,2023,Loamy,5.57,0.61,Low
Telangana,Nizamabad,2015,Alluvial,5.64,0.58,Medium
Telangana,Adilabad,2017,Red,7.21,0.45,Low
Maharashtra,Pune,2018,Black,7.82,0.73,Medium
Tamil Nadu,Coimbatore,2015,Clay,5.74,0.87,Low
Maharashtra,Pune,2015,Black,6.26,0.37,High
Punjab,Patiala,2022,Loamy,5.79,0.85,Medium
Punjab,Patiala,2016,Clay,6.35,0.96,Low
Tamil Nadu,Madurai,2022,Clay,6.11,0.31,Medium
Andhra Pradesh,Guntur,2021,Loamy,7.83,0.43,Low
Maharashtra,Nagpur,2016,Clay,7.63,0.36,Medium
Andhra Pradesh,Krishna,2020,Alluvial,6.55,0.81,Low
Telangana,Warangal,2020,Alluvial,7.74,0.4,Medium
Maharashtra,Pune,2017,Red,6.02,0.33,Medium
Maharashtra,Nagpur,2016,Red,6.39,0.96,Low
Punjab,Ludhiana,2015,Alluvial,5.87,0.7,High
Maharashtra,Pune,2020,Clay,7.14,0.81,High
Tamil Nadu,Thanjavur,2019,Red,7.42,0.55,Medium
Telangana,Nizamabad,2023,Clay,6.06,0.53,Low
Andhra Pradesh,Prakasam,2015,Red,6.17,0.33,High
Punjab,Ludhiana,2021,Clay,6.67,0.92,Medium
Maharashtra,Pune,2019,Black,6.53,0.95,High
Telangana,Warangal,2019,Black,5.89,0.67,Low
Andhra Pradesh,Guntur,2016,Loamy,6.19,1.1,High
Karnataka,Belgaum,2017,Alluvial,7.27,0.63,Medium
Karnataka,Mandya,2021,Clay,6.67,1.12,Low
Tamil Nadu,Thanjavur,2020,Loamy,5.81,0.99,Medium
Tamil Nadu,Thanjavur,2016,Red,6.94,0.68,Medium
Punjab,Amritsar,2020,Red,6.87,0.86,High
Telangana,Warangal,2016,Loamy,7.61,0.83,Medium
Karnataka,Raichur,2016,Black,7.94,0.75,Medium
Andhra Pradesh,Krishna,2016,Loamy,6.19,0.91,High
Maharashtra,Nagpur,2017,Red,6.03,0.35,Medium
Maharashtra,Nagpur,2016,Alluvial,6.72,1.2,High
Andhra Pradesh,Prakasam,2018,Loamy,6.65,0.5,Low
Andhra Pradesh,Prakasam,2023,Clay,5.95,0.44,High
Maharashtra,Pune,2020,Black,7.93,0.9,Medium
Telangana,Nizamabad,2015,Alluvial,6.7,0.81,High
Andhra Pradesh,Krishna,2022,Red,6.65,0.96,High
Maharashtra,Nagpur,2021,Clay,7.82,0.6,High
Karnataka,Belgaum,2017,Red,7.98,0.64,High
Maharashtra,Nagpur,2015,Red,7.39,0.8,Low
Telangana,Adilabad,2019,Black,7.25,0.45,High
Maharashtra,Aurangabad,2018,Clay,6.56,0.41,Low
Telangana,Nizamabad,2022,Red,7.63,1.07,High
Telangana,Warangal,2015,Alluvial,6.06,0.88,High
Tamil Nadu,Coimbatore,2015,Clay,6.73,0.83,Medium
Telangana,Warangal,2018,Red,6.92,0.81,High
Maharashtra,Nagpur,2022,Clay,6.94,0.94,Low
Tamil Nadu,Coimbatore,2019,Loamy,6.39,0.64,High
Tamil Nadu,Thanjavur,2016,Red,6.15,0.44,High
Andhra Pradesh,Guntur,2020,Clay,6.14,0.31,Medium
Punjab,Ludhiana,2019,Loamy,6.63,0.32,Low
Maharashtra,Nagpur,2016,Red,7.4,1.04,High
Punjab,Patiala,2017,Red,5.64,0.52,Medium
Telangana,Warangal,2023,Loamy,7.18,0.7,Medium
Tamil Nadu,Thanjavur,2021,Loamy,6.07,0.56,High
Andhra Pradesh,Krishna,2021,Clay,7.6,1.07,High
Maharashtra,Pune,2020,Loamy,6.41,0.42,Low
Punjab,Amritsar,2022,Black,6.22,0.85,Medium
Karnataka,Belgaum,2018,Red,7.9,0.68,Low
Tamil Nadu,Madurai,2022,Clay,6.96,0.92,Low
Andhra Pradesh,Prakasam,2018,Loamy,7.81,1.09,Medium
Maharashtra,Pune,2022,Loamy,5.65,1.07,High
Punjab,Patiala,2023,Black,5.83,1.13,High
Andhra Pradesh,Guntur,2017,Red,6.71,0.48,Low
Punjab,Ludhiana,2017,Alluvial,6.49,0.94,High
Tamil Nadu,Thanjavur,2016,Clay,7.12,0.95,Medium
Karnataka,Mandya,2017,Loamy,6.58,0.51,Medium
Tamil Nadu,Madurai,2017,Alluvial,7.26,0.32,Low
Karnataka,Mandya,2019,Alluvial,6.16,0.33,High
Andhra Pradesh,Krishna,2019,Red,7.48,0.39,Medium
Telangana,Nizamabad,2016,Black,6.08,0.92,Medium
Andhra Pradesh,Krishna,2020,Clay,7.56,0.48,Medium
Telangana,Warangal,2019,Loamy,6.68,0.49,Low
Tamil Nadu,Thanjavur,2020,Black,6.76,1.03,High
Karnataka,Belgaum,2015,Red,7.7,0.59,Medium
Tamil Nadu,Coimbatore,2019,Red,7.83,0.46,Medium
Telangana,Adilabad,2023,Clay,7.2,1.13,High
Maharashtra,Aurangabad,2016,Red,5.84,0.57,Low
Maharashtra,Nagpur,2015,Clay,7.59,1.09,Medium
Tamil Nadu,Coimbatore,2023,Clay,7.66,0.6,High
Telangana,Nizamabad,2023,Loamy,6.04,1.14,Medium
Karnataka,Raichur,2023,Red,7.13,0.58,High
Andhra Pradesh,Krishna,2020,Black,7.67,0.63,High
Karnataka,Raichur,2022,Red,6.91,0.35,High
Karnataka,Belgaum,2015,Alluvial,7.41,0.94,Low
Andhra Pradesh,Guntur,2018,Alluvial,6.88,0.96,Medium
Karnataka,Mandya,2015,Loamy,6.93,0.32,High
Punjab,Amritsar,2022,Alluvial,6.0,0.47,Low
Maharashtra,Aurangabad,2015,Loamy,6.56,0.83,High
Karnataka,Raichur,2017,Clay,5.68,0.78,Medium
Karnataka,Mandya,2018,Black,6.95,0.75,Low
Karnataka,Mandya,2022,Black,7.38,0.86,Medium
Tamil Nadu,Coimbatore,2020,Alluvial,6.74,0.39,High
Karnataka,Belgaum,2021,Loamy,6.74,0.35,Low
Tamil Nadu,Coimbatore,2022,Loamy,6.13,0.39,Low
Maharashtra,Nagpur,2016,Alluvial,6.96,1.08,Medium
Andhra Pradesh,Krishna,2022,Loamy,6.83,0.43,Medium
Punjab,Amritsar,2017,Loamy,5.76,1.09,High
Telangana,Adilabad,2021,Alluvial,7.6,0.43,High
Maharashtra,Aurangabad,2017,Black,6.6,0.99,Low
Maharashtra,Pune,2021,Loamy,7.53,0.34,High
Maharashtra,Nagpur,2016,Red,7.96,0.82,High
Maharashtra,Aurangabad,2020,Alluvial,6.71,0.47,Low
Telangana,Adilabad,2017,Red,7.11,0.75,Medium
Telangana,Warangal,2017,Alluvial,6.39,0.33,Low
Tamil Nadu,Madurai,2023,Red,7.18,0.65,High
Maharashtra,Aurangabad,2021,Alluvial,7.54,0.74,Medium
Punjab,Amritsar,2019,Black,5.93,0.49,Medium
Andhra Pradesh,Krishna,2021,Clay,6.13,1.0,Medium
Telangana,Nizamabad,2023,Loamy,6.95,0.9,Low
Andhra Pradesh,Krishna,2015,Black,6.94,0.82,High
Maharashtra,Nagpur,2021,Loamy,7.07,1.15,High
Punjab,Amritsar,2020,Clay,7.34,0.4,High
Telangana,Adilabad,2023,Red,7.01,0.89,High
Andhra Pradesh,Prakasam,2015,Clay,6.13,0.93,Medium
Punjab,Amritsar,2018,Black,6.25,0.48,Low
Telangana,Adilabad,2023,Red,6.85,0.96,Low
Tamil Nadu,Madurai,2018,Red,5.98,0.76,Medium
Telangana,Nizamabad,2017,Loamy,7.66,0.68,Medium
Maharashtra,Aurangabad,2023,Alluvial,6.33,0.92,Low
Tamil Nadu,Madurai,2016,Loamy,5.79,0.98,High
Karnataka,Mandya,2018,Loamy,6.99,0.73,Low
Maharashtra,Nagpur,2020,Black,5.55,0.75,Low
Karnataka,Raichur,2016,Clay,6.7,0.59,Medium
Karnataka,Mandya,2022,Red,6.28,0.33,Medium
Tamil Nadu,Coimbatore,2022,Black,7.69,1.11,Low
Maharashtra,Nagpur,2015,Loamy,5.81,0.41,High
Telangana,Warangal,2017,Alluvial,7.84,1.17,Low
Maharashtra,Nagpur,2023,Black,6.44,0.36,Low
Karnataka,Raichur,2019,Alluvial,5.55,0.99,High
Punjab,Patiala,2020,Red,7.81,0.77,High
Maharashtra,Pune,2018,Clay,6.39,0.5,Medium
Maharashtra,Pune,2016,Alluvial,6.42,1.1,Low
Maharashtra,Aurangabad,2022,Red,5.78,0.55,Low
Telangana,Adilabad,2020,Clay,6.37,1.03,Low
Karnataka,Mandya,2019,Clay,6.18,0.76,Medium
Karnataka,Raichur,2023,Loamy,5.7,0.96,Low
Telangana,Nizamabad,2015,Clay,5.87,0.5,High
Tamil Nadu,Coimbatore,2019,Black,6.69,1.07,Low
Andhra Pradesh,Prakasam,2020,Black,7.08,0.88,High
Karnataka,Belgaum,2019,Alluvial,7.26,0.58,Low
Andhra Pradesh,Prakasam,2020,Loamy,5.91,1.19,Low
Punjab,Patiala,2020,Loamy,7.47,1.03,Low
Tamil Nadu,Thanjavur,2021,Alluvial,7.42,1.12,Low
Tamil Nadu,Madurai,2018,Black,6.33,1.17,High
Tamil Nadu,Madurai,2022,Black,5.94,1.13,Medium
Karnataka,Raichur,2021,Red,6.41,0.89,Medium
Karnataka,Raichur,2023,Loamy,7.71,0.37,Medium
Tamil Nadu,Coimbatore,2021,Alluvial,6.19,1.08,Low
Andhra Pradesh,Krishna,2017,Alluvial,6.55,0.68,Medium
Punjab,Ludhiana,2017,Clay,5.84,0.38,Low
Karnataka,Mandya,2022,Black,7.92,1.05,Medium
Karnataka,Raichur,2019,Clay,5.62,1.2,High
Tamil Nadu,Madurai,2018,Alluvial,6.75,1.01,Medium
Telangana,Warangal,2022,Clay,6.9,0.51,Low
Telangana,Warangal,2020,Clay,5.86,0.87,Low
Telangana,Warangal,2016,Red,7.82,0.48,High
Tamil Nadu,Coimbatore,2018,Alluvial,6.64,0.93,Low
Tamil Nadu,Thanjavur,2018,Black,7.7,0.45,Medium
Andhra Pradesh,Krishna,2020,Loamy,7.0,0.76,Low
Maharashtra,Pune,2020,Alluvial,6.99,0.71,Medium
Telangana,Warangal,2015,Alluvial,6.04,0.31,Medium
Andhra Pradesh,Krishna,2022,Clay,7.27,0.77,Low
Telangana,Adilabad,2020,Clay,7.3,1.0,Medium
Maharashtra,Aurangabad,2017,Loamy,7.16,1.16,Medium
Karnataka,Mandya,2023,Alluvial,7.37,0.41,Low
Karnataka,Mandya,2016,Clay,7.86,0.86,Low
Telangana,Warangal,2022,Black,6.96,0.97,High
Tamil Nadu,Thanjavur,2017,Alluvial,5.62,0.33,Medium
Maharashtra,Nagpur,2019,Red,7.58,0.89,Low
Maharashtra,Aurangabad,2020,Red,6.58,0.77,Low
Andhra Pradesh,Guntur,2020,Clay,7.08,1.1,High
Maharashtra,Nagpur,2018,Red,6.84,0.47,Low
Punjab,Amritsar,2017,Alluvial,7.71,0.74,Low
Karnataka,Belgaum,2018,Loamy,6.0,0.62,Low
Karnataka,Belgaum,2015,Clay,6.61,0.42,Low
Maharashtra,Nagpur,2018,Clay,7.45,1.16,Medium
Telangana,Nizamabad,2015,Clay,6.79,1.18,High
Telangana,Warangal,2015,Loamy,5.52,0.84,High
Andhra Pradesh,Prakasam,2020,Alluvial,5.97,0.31,Medium
Maharashtra,Nagpur,2019,Loamy,7.34,0.84,High
Maharashtra,Pune,2018,Alluvial,7.82,0.62,High
Karnataka,Mandya,2017,Clay,5.85,1.05,High
Punjab,Patiala,2015,Clay,7.8,0.43,Medium
Maharashtra,Pune,2020,Clay,6.96,0.8,High
Tamil Nadu,Thanjavur,2016,Clay,7.92,0.44,Low
Andhra Pradesh,Prakasam,2022,Clay,6.55,0.57,Medium
Telangana,Nizamabad,2019,Clay,6.31,0.63,Low
Tamil Nadu,Madurai,2021,Red,7.13,0.51,Medium
Punjab,Ludhiana,2016,Red,6.37,0.49,High
Karnataka,Belgaum,2022,Black,5.77,0.67,Low
Andhra Pradesh,Prakasam,2016,Alluvial,5.65,0.95,Medium
Tamil Nadu,Madurai,2018,Loamy,7.34,0.97,Medium
Telangana,Warangal,2015,Black,7.47,0.39,Low
Punjab,Ludhiana,2019,Loamy,7.23,0.45,High
Karnataka,Raichur,2023,Clay,7.36,0.64,Low
Tamil Nadu,Coimbatore,2015,Loamy,6.31,0.55,High
Maharashtra,Nagpur,2023,Black,6.37,0.64,High
Maharashtra,Nagpur,2022,Clay,7.32,0.64,Medium
Andhra Pradesh,Krishna,2020,Loamy,7.14,0.96,Medium
Maharashtra,Nagpur,2021,Loamy,6.62,1.18,Medium
Tamil Nadu,Thanjavur,2017,Black,5.51,0.47,Medium
Tamil Nadu,Madurai,2015,Loamy,6.44,0.74,Low
Andhra Pradesh,Krishna,2019,Clay,7.3,0.73,High
Andhra Pradesh,Guntur,2016,Loamy,6.54,0.72,Medium
Telangana,Nizamabad,2019,Black,6.04,0.72,Medium
Andhra Pradesh,Guntur,2022,Alluvial,7.46,1.02,High
Maharashtra,Nagpur,2023,Red,5.72,1.09,Low
Telangana,Adilabad,2016,Clay,5.6,0.79,High
Telangana,Adilabad,2017,Black,6.74,1.05,Medium
Punjab,Ludhiana,2017,Alluvial,6.85,0.66,Low
Telangana,Warangal,2015,Clay,5.78,0.44,Medium
Andhra Pradesh,Krishna,2022,Red,7.98,1.18,Medium
Tamil Nadu,Coimbatore,2020,Clay,6.84,0.53,High
Telangana,Warangal,2022,Black,7.08,0.7,High
Punjab,Patiala,2023,Red,7.21,0.72,Medium
Andhra Pradesh,Krishna,2019,Black,7.53,1.0,Low
Punjab,Amritsar,2017,Red,7.94,0.91,High
Tamil Nadu,Thanjavur,2019,Loamy,5.71,1.18,Medium
Punjab,Amritsar,2019,Black,6.79,0.96,Medium
Tamil Nadu,Coimbatore,2019,Loamy,5.78,1.03,Medium
Punjab,Patiala,2017,Clay,6.82,0.64,Medium
Maharashtra,Nagpur,2018,Red,6.42,1.2,High
Maharashtra,Pune,2023,Red,6.29,0.3,Medium
Tamil Nadu,Thanjavur,2023,Black,6.0,1.19,High
Telangana,Adilabad,2016,Alluvial,6.55,0.99,Low
Telangana,Nizamabad,2022,Alluvial,6.54,1.18,Low
Andhra Pradesh,Prakasam,2022,Black,6.99,1.12,Medium
Andhra Pradesh,Guntur,2021,Red,7.54,0.47,Medium
Tamil Nadu,Thanjavur,2022,Loamy,7.37,1.07,Medium
Andhra Pradesh,Krishna,2017,Alluvial,6.3,1.07,High
Karnataka,Raichur,2020,Loamy,5.95,1.08,Low
Andhra Pradesh,Prakasam,2015,Loamy,7.81,0.76,Low
Karnataka,Mandya,2021,Clay,6.96,0.37,Low
Andhra Pradesh,Prakasam,2015,Black,7.91,1.01,High
Tamil Nadu,Madurai,2023,Red,5.65,0.88,High
Telangana,Adilabad,2015,Black,6.2,0.63,High
Tamil Nadu,Coimbatore,2015,Red,7.27,0.79,High
Karnataka,Raichur,2021,Clay,7.81,0.46,Low
Tamil Nadu,Coimbatore,2016,Clay,7.48,0.54,Medium
Punjab,Ludhiana,2019,Black,7.07,0.69,Low
Andhra Pradesh,Krishna,2022,Black,6.02,0.83,High
Tamil Nadu,Coimbatore,2022,Loamy,7.8,1.06,Low
Telangana,Nizamabad,2017,Black,7.3,0.61,Low
Maharashtra,Pune,2021,Clay,7.7,0.58,Low
Karnataka,Raichur,2017,Black,7.18,1.07,Low
Karnataka,Belgaum,2020,Black,5.54,0.7,High
Andhra Pradesh,Guntur,2020,Red,6.55,0.5,Low
Tamil Nadu,Madurai,2017,Alluvial,7.08,0.73,High
Karnataka,Belgaum,2021,Loamy,7.11,0.56,Low
Karnataka,Mandya,2017,Black,7.65,1.02,Low
Andhra Pradesh,Prakasam,2022,Loamy,7.56,0.45,Low
Telangana,Nizamabad,2018,Clay,6.11,1.0,Low
Punjab,Patiala,2015,Clay,6.85,0.68,Medium
Punjab,Ludhiana,2018,Loamy,7.9,1.09,Low
Andhra Pradesh,Prakasam,2021,Black,6.58,0.99,High
Karnataka,Mandya,2018,Red,7.01,0.96,Low
Telangana,Adilabad,2020,Clay,6.58,0.77,Medium
Maharashtra,Aurangabad,2023,Loamy,5.74,0.84,Low
Maharashtra,Pune,2015,Red,7.18,1.03,Low
Telangana,Warangal,2019,Clay,5.77,0.91,Low
Karnataka,Mandya,2021,Alluvial,5.6,0.34,High
Punjab,Patiala,2015,Clay,7.32,0.97,Low
Punjab,Amritsar,2018,Black,6.25,1.01,High
Telangana,Adilabad,2020,Clay,7.16,0.36,Medium
Karnataka,Belgaum,2016,Alluvial,5.98,0.63,Medium
Maharashtra,Pune,2019,Black,6.91,0.7,High
Maharashtra,Pune,2015,Loamy,6.28,0.68,High
Andhra Pradesh,Guntur,2020,Black,7.97,0.57,High
Karnataka,Raichur,2020,Alluvial,6.24,0.34,Low
Maharashtra,Nagpur,2018,Red,7.21,0.85,Medium
Punjab,Ludhiana,2022,Black,6.77,1.1,Medium
Telangana,Warangal,2018,Clay,5.66,0.54,Medium
Tamil Nadu,Madurai,2022,Red,6.53,1.16,Medium
Maharashtra,Pune,2022,Loamy,7.17,0.8,Low
Telangana,Warangal,2019,Clay,7.36,0.71,Low
Telangana,Nizamabad,2018,Loamy,5.87,0.58,Medium
Karnataka,Raichur,2016,Black,6.63,1.08,Low
Punjab,Amritsar,2017,Alluvial,7.51,1.0,Medium
Tamil Nadu,Thanjavur,2017,Red,5.67,1.15,High
Karnataka,Mandya,2018,Loamy,6.08,0.92,Medium
Andhra Pradesh,Guntur,2018,Alluvial,6.27,0.39,Low
Andhra Pradesh,Prakasam,2019,Clay,6.81,0.84,High
Telangana,Warangal,2018,Loamy,5.84,0.53,High
Telangana,Warangal,2022,Red,6.14,1.02,High
Karnataka,Mandya,2020,Loamy,5.8,1.18,High
Telangana,Warangal,2020,Black,7.45,0.49,Low
Andhra Pradesh,Krishna,2022,Black,6.06,0.43,High
Karnataka,Belgaum,2021,Red,7.71,0.55,Medium
Andhra Pradesh,Guntur,2022,Loamy,7.68,0.87,High
Maharashtra,Nagpur,2016,Red,6.34,1.02,High
Andhra Pradesh,Guntur,2023,Red,6.67,0.46,Medium
Telangana,Nizamabad,2015,Red,6.27,0.51,High
Karnataka,Raichur,2022,Clay,7.26,1.02,Low
Karnataka,Mandya,2018,Alluvial,6.37,1.12,Low
Tamil Nadu,Thanjavur,2018,Black,6.11,1.0,Low
Tamil Nadu,Coimbatore,2019,Alluvial,7.96,0.98,Medium
Telangana,Adilabad,2022,Red,6.38,0.65,High
Tamil Nadu,Thanjavur,2019,Loamy,6.8,0.41,Low
Andhra Pradesh,Guntur,2022,Clay,7.92,0.74,Low
