State,District,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha
Karnataka,Mandya,2021.0,Summer,Rice,75716.17,326239.31,4.31
Andhra Pradesh,Guntur,2016.0,Kharif,Cotton,73303.58,208132.56,2.84
Karnataka,Raichur,2015.0,Kharif,Rice,51260.52,112927.84,2.2
Telangana,Warangal,2019.0,Summer,Maize,31928.57,135670.6,4.25
Tamil Nadu,Coimbatore,2019.0,Kharif,Soybean,105769.71,471424.77,4.46
Tamil Nadu,Thanjavur,2019.0,Rabi,Groundnut,12010.13,52190.75,4.35
Karnataka,Mandya,2022.0,Summer,Groundnut,10391.67,26324.64,2.53
Karnataka,Raichur,2020.0,Summer,Groundnut,85075.47,231811.73,2.72
Punjab,Amritsar,2022.0,Summer,Maize,32711.34,71180.98,2.18
Karnataka,Mandya,2023.0,Kharif,Pulses,52457.91,144234.26,2.75
Tamil Nadu,Thanjavur,2019.0,Kharif,Groundnut,28383.72,97643.33,3.44
Maharashtra,Pune,2018.0,Summer,Wheat,10926.71,28753.68,2.63
Tamil Nadu,Madurai,2018.0,Kharif,Rice,97534.82,318231.84,3.26
Karnataka,Raichur,2018.0,Rabi,Cotton,104989.49,262357.49,2.5
Andhra Pradesh,Guntur,2016.0,Summer,Cotton,90891.11,342022.54,3.76
Telangana,Nizamabad,2018.0,Rabi,Cotton,68489.12,262076.47,3.83
Maharashtra,Pune,2019.0,Rabi,Soybean,46359.13,192317.88,4.15
Maharashtra,Nagpur,2018.0,Rabi,Pulses,47631.07,130594.42,2.74
Tamil Nadu,Thanjavur,2019.0,Kharif,Maize,68630.83,223194.03,3.25
Karnataka,Belgaum,2018.0,Kharif,Sugarcane,42934.51,113326.47,2.64
Telangana,Adilabad,2022.0,Rabi,Soybean,116148.45,397818.12,3.43
Maharashtra,Pune,2020.0,Summer,Maize,24465.56,89566.96,3.66
Maharashtra,Nagpur,2015.0,Summer,Rice,101492.88,174871.34,1.72
Karnataka,Mandya,2017.0,Rabi,Rice,101892.64,223583.04,2.19
Karnataka,Mandya,2023.0,Kharif,Rice,57441.11,96578.63,1.68
Karnataka,Raichur,2022.0,Summer,Pulses,6809.15,21085.47,3.1
Maharashtra,Nagpur,2019.0,Summer,Rice,66609.88,157203.69,2.36
Tamil Nadu,Madurai,2016.0,Kharif,Groundnut,110575.62,339816.15,3.07
Telangana,Warangal,2019.0,Rabi,Sugarcane,96417.68,167483.08,1.74
Maharashtra,Pune,2018.0,Summer,Cotton,39497.08,157363.72,3.98
Andhra Pradesh,Prakasam,2021.0,Kharif,Rice,48615.36,153532.38,3.16
Andhra Pradesh,Prakasam,2017.0,Summer,Rice,14508.9,58557.77,4.04
Karnataka,Belgaum,2015.0,Summer,Wheat,31423.15,132097.23,4.2
Karnataka,Raichur,2015.0,Rabi,Pulses,111278.32,395403.72,3.55
Punjab,Patiala,2020.0,Kharif,Rice,6800.68,14427.47,2.12
Telangana,Nizamabad,2019.0,Kharif,Groundnut,23681.78,52607.1,2.22
Maharashtra,Aurangabad,2017.0,Rabi,Soybean,95907.28,342190.62,3.57
Andhra Pradesh,Prakasam,2016.0,Kharif,Soybean,55265.15,221946.17,4.02
Punjab,Patiala,2015.0,Rabi,Groundnut,77924.14,300058.15,3.85
Maharashtra,Pune,2023.0,Rabi,Cotton,113231.43,316543.43,2.8
Karnataka,Raichur,2019.0,Kharif,Groundnut,96776.34,352200.61,3.64
Andhra Pradesh,Krishna,2017.0,Rabi,Maize,90060.36,220651.01,2.45
Andhra Pradesh,Guntur,2022.0,Rabi,Rice,46390.51,107129.57,2.31
Telangana,Warangal,2022.0,Rabi,Maize,69053.28,209737.08,3.04
Andhra Pradesh,Guntur,2023.0,Rabi,Wheat,15702.39,51725.74,3.29
Punjab,Amritsar,2021.0,Rabi,Rice,49596.95,86997.94,1.75
Tamil Nadu,Thanjavur,2021.0,Summer,Maize,24492.7,56498.7,2.31
Punjab,Amritsar,2017.0,Kharif,Maize,54987.77,151948.09,2.76
Maharashtra,Nagpur,2018.0,Rabi,Soybean,87903.44,262603.38,2.99
Tamil Nadu,Thanjavur,2017.0,Kharif,Pulses,40035.67,174013.85,4.35
Punjab,Patiala,2022.0,Rabi,Groundnut,43494.67,171648.51,3.95
Karnataka,Raichur,2020.0,Rabi,Maize,74369.3,266679.15,3.59
Maharashtra,Pune,2020.0,Rabi,Maize,38516.54,138076.92,3.58
Maharashtra,Aurangabad,2021.0,Rabi,Cotton,37234.52,143635.87,3.86
Punjab,Ludhiana,2023.0,Summer,Cotton,25691.63,97701.51,3.8
Andhra Pradesh,Prakasam,2018.0,Summer,Pulses,55422.32,131572.23,2.37
Karnataka,Mandya,2022.0,Summer,Groundnut,21005.6,50591.94,2.41
Punjab,Patiala,2021.0,Summer,Maize,95743.83,164860.86,1.72
Tamil Nadu,Coimbatore,2023.0,Summer,Groundnut,111202.01,456918.07,4.11
Maharashtra,Aurangabad,2023.0,Rabi,Rice,73289.29,310981.39,4.24
Andhra Pradesh,Guntur,2015.0,Kharif,Soybean,69770.33,239667.61,3.44
Karnataka,Belgaum,2016.0,Rabi,Soybean,6212.99,14142.1,2.28
Tamil Nadu,Madurai,2020.0,Rabi,Cotton,49980.43,190776.64,3.82
Tamil Nadu,Madurai,2015.0,Rabi,Maize,60518.67,144415.5,2.39
Andhra Pradesh,Guntur,2019.0,Rabi,Maize,44452.67,171267.69,3.85
Tamil Nadu,Coimbatore,2016.0,Rabi,Soybean,55389.08,198862.85,3.59
Punjab,Ludhiana,2016.0,Kharif,Sugarcane,7597.29,19215.32,2.53
Andhra Pradesh,Prakasam,2018.0,Summer,Maize,64339.3,203037.52,3.16
Punjab,Patiala,2018.0,Rabi,Groundnut,96741.92,327885.55,3.39
Telangana,Nizamabad,2015.0,Rabi,Groundnut,89799.66,372605.02,4.15
Maharashtra,Aurangabad,2015.0,Rabi,Groundnut,86044.6,182186.83,2.12
Karnataka,Mandya,2017.0,Summer,Wheat,47066.2,98425.91,2.09
Andhra Pradesh,Krishna,2020.0,Summer,Pulses,73651.65,245549.1,3.33
Tamil Nadu,Thanjavur,2022.0,Rabi,Soybean,75996.71,299519.36,3.94
Karnataka,Belgaum,2017.0,Summer,Wheat,41016.36,90880.69,2.22
Andhra Pradesh,Guntur,2017.0,Summer,Soybean,63744.86,175599.07,2.75
Telangana,Nizamabad,2017.0,Rabi,Groundnut,60967.07,189737.92,3.11
Karnataka,Mandya,2019.0,Rabi,Maize,21134.1,51646.25,2.44
Maharashtra,Aurangabad,2015.0,Rabi,Rice,60730.03,126645.52,2.09
Maharashtra,Aurangabad,2022.0,Rabi,Pulses,52797.5,212228.81,4.02
Maharashtra,Nagpur,2015.0,Summer,Wheat,96526.3,208650.14,2.16
Andhra Pradesh,Krishna,2019.0,Summer,Cotton,24344.03,69915.18,2.87
Karnataka,Belgaum,2016.0,Summer,Wheat,35807.22,112052.2,3.13
Punjab,Patiala,2022.0,Summer,Rice,67830.63,303157.28,4.47
Andhra Pradesh,Prakasam,2015.0,Rabi,Cotton,56719.22,144391.87,2.55
Andhra Pradesh,Krishna,2018.0,Kharif,Wheat,98230.81,320602.94,3.26
Punjab,Patiala,2017.0,Kharif,Groundnut,95257.67,375371.38,3.94
Andhra Pradesh,Prakasam,2019.0,Summer,Soybean,73638.63,147655.18,2.01
Karnataka,Belgaum,2019.0,Summer,Sugarcane,114525.69,348529.73,3.04
Karnataka,Mandya,2015.0,Rabi,Maize,119135.92,488593.42,4.1
Telangana,Nizamabad,2017.0,Kharif,Maize,86810.41,345978.15,3.99
Karnataka,Belgaum,2019.0,Kharif,Pulses,77198.47,202685.89,2.63
Andhra Pradesh,Prakasam,2023.0,Rabi,Wheat,91227.27,326968.65,3.58
Punjab,Amritsar,2015.0,Rabi,Pulses,104924.39,424052.13,4.04
Andhra Pradesh,Prakasam,2020.0,Summer,Pulses,102762.22,399440.22,3.89
Maharashtra,Nagpur,2022.0,Kharif,Groundnut,35881.74,142989.84,3.99
Punjab,Patiala,2022.0,Summer,Maize,95654.92,400073.26,4.18
Andhra Pradesh,Guntur,2022.0,Summer,Wheat,6872.36,29470.73,4.29
Telangana,Adilabad,2021.0,Kharif,Pulses,28266.59,100792.32,3.57
Telangana,Nizamabad,2019.0,Kharif,Sugarcane,15734.1,40614.53,2.58
Andhra Pradesh,Krishna,2021.0,Kharif,Maize,76944.49,282999.15,3.68
Telangana,Adilabad,2016.0,Summer,Wheat,5124.92,15018.17,2.93
Telangana,Nizamabad,2022.0,Summer,Cotton,6068.0,21764.65,3.59
Andhra Pradesh,Krishna,2016.0,Rabi,Maize,31328.89,55389.27,1.77
Andhra Pradesh,Guntur,2019.0,Rabi,Soybean,20769.87,79348.83,3.82
Telangana,Nizamabad,2023.0,Kharif,Maize,69778.49,232429.2,3.33
Telangana,Adilabad,2018.0,Summer,Soybean,77229.2,150915.31,1.95
Maharashtra,Aurangabad,2016.0,Kharif,Pulses,108108.19,207571.99,1.92
Andhra Pradesh,Prakasam,2021.0,Rabi,Groundnut,41167.92,79021.43,1.92
Punjab,Patiala,2023.0,Kharif,Wheat,74114.89,271522.78,3.66
Punjab,Patiala,2019.0,Summer,Rice,28626.26,95061.53,3.32
Telangana,Nizamabad,2015.0,Rabi,Groundnut,95137.18,369259.18,3.88
Telangana,Adilabad,2018.0,Kharif,Groundnut,62451.99,204954.27,3.28
Tamil Nadu,Thanjavur,2017.0,Rabi,Soybean,49486.4,198782.91,4.02
Maharashtra,Pune,2016.0,Rabi,Maize,6919.28,11780.75,1.7
Punjab,Ludhiana,2021.0,Kharif,Rice,63260.22,214180.89,3.39
Tamil Nadu,Coimbatore,2021.0,Summer,Groundnut,14479.2,45025.89,3.11
Tamil Nadu,Thanjavur,2019.0,Kharif,Sugarcane,14087.48,60051.75,4.26
Telangana,Nizamabad,2016.0,Rabi,Soybean,40669.49,114381.24,2.81
Telangana,Warangal,2021.0,Kharif,Cotton,18338.46,61193.43,3.34
Andhra Pradesh,Krishna,2015.0,Kharif,Maize,86408.57,311459.59,3.6
Telangana,Adilabad,2023.0,Summer,Soybean,95043.52,348077.56,3.66
Telangana,Adilabad,2019.0,Summer,Maize,89287.62,165554.44,1.85
Andhra Pradesh,Krishna,2023.0,Rabi,Groundnut,12345.28,44899.41,3.64
Tamil Nadu,Madurai,2022.0,Rabi,Wheat,63739.92,106210.93,1.67
Tamil Nadu,Thanjavur,2019.0,Kharif,Soybean,93932.83,392902.74,4.18
Karnataka,Raichur,2023.0,Kharif,Wheat,5295.38,21584.32,4.08
Andhra Pradesh,Guntur,2020.0,Rabi,Rice,49042.64,95645.61,1.95
Andhra Pradesh,Prakasam,2020.0,Kharif,Groundnut,33550.27,142506.93,4.25
Punjab,Amritsar,2020.0,Summer,Wheat,18731.11,65933.08,3.52
Andhra Pradesh,Guntur,2015.0,Summer,Cotton,114719.13,195800.24,1.71
Maharashtra,Pune,2016.0,Rabi,Sugarcane,68605.51,104548.45,1.52
Telangana,Adilabad,2018.0,Summer,Sugarcane,58351.57,191105.64,3.28
Maharashtra,Nagpur,2015.0,Kharif,Cotton,112225.72,176388.62,1.57
Tamil Nadu,Coimbatore,2015.0,Rabi,Rice,92276.85,242579.64,2.63
Karnataka,Raichur,2018.0,Kharif,Sugarcane,65928.67,145999.22,2.21
Maharashtra,Nagpur,2019.0,Summer,Maize,15698.06,66933.75,4.26
Tamil Nadu,Coimbatore,2016.0,Rabi,Soybean,71788.62,216534.82,3.02
Karnataka,Belgaum,2015.0,Summer,Wheat,55023.03,241697.18,4.39
Telangana,Adilabad,2021.0,Rabi,Sugarcane,85583.44,317177.24,3.71
Punjab,Amritsar,2016.0,Kharif,Sugarcane,113508.79,216612.86,1.91
Tamil Nadu,Thanjavur,2017.0,Kharif,Maize,56700.18,138467.5,2.44
Andhra Pradesh,Prakasam,2022.0,Kharif,Soybean,40455.39,92846.08,2.3
Andhra Pradesh,Guntur,2019.0,Summer,Maize,100034.47,359187.16,3.59
Andhra Pradesh,Guntur,2016.0,Kharif,Soybean,86783.1,382296.91,4.41
Maharashtra,Aurangabad,2019.0,Summer,Rice,34919.18,156159.62,4.47
Andhra Pradesh,Krishna,2023.0,Summer,Pulses,33733.05,97357.96,2.89
Telangana,Warangal,2018.0,Kharif,Rice,20032.25,79548.47,3.97
Punjab,Patiala,2019.0,Summer,Wheat,110504.29,190615.65,1.72
Andhra Pradesh,Guntur,2016.0,Kharif,Pulses,109083.97,435034.35,3.99
Punjab,Ludhiana,2015.0,Rabi,Rice,24318.76,78346.6,3.22
Karnataka,Belgaum,2021.0,Kharif,Pulses,83569.49,168678.47,2.02
Telangana,Warangal,2022.0,Rabi,Sugarcane,106593.74,170970.85,1.6
Tamil Nadu,Madurai,2019.0,Summer,Cotton,62372.54,258742.24,4.15
Maharashtra,Nagpur,2021.0,Rabi,Wheat,20782.14,43608.69,2.1
Tamil Nadu,Thanjavur,2020.0,Rabi,Rice,60163.71,231287.67,3.84
Punjab,Patiala,2019.0,Rabi,Soybean,25678.83,63083.45,2.46
Telangana,Warangal,2022.0,Kharif,Sugarcane,65884.71,250396.59,3.8
Telangana,Warangal,2018.0,Kharif,Wheat,35650.61,140779.11,3.95
Karnataka,Mandya,2021.0,Summer,Cotton,45802.53,184019.3,4.02
Telangana,Warangal,2020.0,Summer,Cotton,97714.18,351075.29,3.59
Tamil Nadu,Thanjavur,2017.0,Summer,Soybean,69757.52,144028.42,2.06
Maharashtra,Aurangabad,2022.0,Kharif,Sugarcane,9365.83,15626.92,1.67
Tamil Nadu,Thanjavur,2022.0,Summer,Rice,5078.6,21602.78,4.25
Telangana,Warangal,2017.0,Summer,Soybean,110659.79,446274.58,4.03
Punjab,Ludhiana,2017.0,Kharif,Rice,94052.15,379918.27,4.04
Punjab,Ludhiana,2021.0,Summer,Soybean,72391.92,181680.79,2.51
Punjab,Ludhiana,2021.0,Summer,Maize,96061.89,420941.89,4.38
Karnataka,Belgaum,2023.0,Summer,Maize,84759.45,363324.4,4.29
Punjab,Ludhiana,2019.0,Rabi,Maize,89409.42,213111.98,2.38
Telangana,Nizamabad,2021.0,Summer,Rice,102837.05,392065.35,3.81
Tamil Nadu,Thanjavur,2020.0,Summer,Maize,110919.39,488333.16,4.4
Telangana,Nizamabad,2017.0,Rabi,Wheat,43084.37,74683.31,1.73
Punjab,Amritsar,2016.0,Summer,Maize,99491.11,349221.13,3.51
Karnataka,Belgaum,2019.0,Kharif,Pulses,29113.69,104213.28,3.58
Punjab,Amritsar,2015.0,Summer,Wheat,10536.96,29657.96,2.81
Maharashtra,Nagpur,2021.0,Rabi,Groundnut,45391.58,119200.23,2.63
Maharashtra,Aurangabad,2022.0,Kharif,Cotton,13476.58,54408.83,4.04
Punjab,Ludhiana,2016.0,Rabi,Soybean,13533.05,27205.7,2.01
Maharashtra,Nagpur,2016.0,Summer,Wheat,43864.32,195451.88,4.46
Maharashtra,Aurangabad,2017.0,Rabi,Rice,74841.53,209750.96,2.8
Andhra Pradesh,Guntur,2018.0,Kharif,Soybean,52067.18,164653.99,3.16
Karnataka,Raichur,2019.0,Summer,Sugarcane,39201.07,70081.63,1.79
Maharashtra,Aurangabad,2015.0,Kharif,Pulses,46495.33,129388.04,2.78
Punjab,Patiala,2016.0,Kharif,Pulses,7959.6,16018.67,2.01
Punjab,Ludhiana,2019.0,Kharif,Pulses,95260.81,277478.87,2.91
Karnataka,Belgaum,2023.0,Summer,Wheat,49565.62,129518.02,2.61
Maharashtra,Pune,2015.0,Rabi,Maize,35279.04,102138.95,2.9
Telangana,Adilabad,2016.0,Kharif,Rice,14856.34,37606.96,2.53
Tamil Nadu,Coimbatore,2015.0,Summer,Cotton,101691.67,402212.48,3.96
Maharashtra,Aurangabad,2018.0,Summer,Pulses,59770.16,103812.71,1.74
Karnataka,Mandya,2022.0,Kharif,Maize,24881.08,110798.04,4.45
Telangana,Warangal,2021.0,Kharif,Maize,14012.38,49735.21,3.55
Telangana,Nizamabad,2019.0,Summer,Maize,41771.19,153772.66,3.68
Andhra Pradesh,Guntur,2021.0,Summer,Groundnut,68486.23,278730.23,4.07
Tamil Nadu,Coimbatore,2023.0,Summer,Rice,94893.85,174372.81,1.84
Telangana,Warangal,2016.0,Kharif,Wheat,95360.75,391210.4,4.1
Punjab,Amritsar,2022.0,Rabi,Sugarcane,70782.67,206624.51,2.92
Telangana,Adilabad,2021.0,Kharif,Groundnut,9459.99,39436.07,4.17
Punjab,Patiala,2022.0,Kharif,Cotton,110896.02,464775.65,4.19
Andhra Pradesh,Krishna,2019.0,Rabi,Sugarcane,101927.36,415323.86,4.07
Karnataka,Mandya,2019.0,Kharif,Cotton,117035.23,331131.5,2.83
Punjab,Amritsar,2016.0,Summer,Groundnut,26612.6,56795.85,2.13
Maharashtra,Aurangabad,2020.0,Summer,Pulses,99417.0,302805.2,3.05
Telangana,Warangal,2023.0,Summer,Sugarcane,51389.29,197414.49,3.84
Tamil Nadu,Madurai,2018.0,Kharif,Rice,105645.76,222086.44,2.1
Andhra Pradesh,Guntur,2015.0,Rabi,Rice,110573.57,399602.03,3.61
Punjab,Amritsar,2021.0,Summer,Pulses,78072.13,146121.25,1.87
Andhra Pradesh,Guntur,2022.0,Rabi,Soybean,25422.12,104521.58,4.11
Tamil Nadu,Madurai,2017.0,Rabi,Soybean,101330.18,230625.44,2.28
Karnataka,Mandya,2021.0,Kharif,Sugarcane,10709.87,43497.75,4.06
Telangana,Warangal,2018.0,Summer,Cotton,35944.61,98075.64,2.73
Andhra Pradesh,Prakasam,2017.0,Rabi,Rice,79447.73,262449.69,3.3
Andhra Pradesh,Guntur,2019.0,Summer,Sugarcane,86965.16,315518.7,3.63
Punjab,Amritsar,2022.0,Rabi,Groundnut,33979.85,98544.76,2.9
Karnataka,Raichur,2016.0,Summer,Groundnut,5844.97,26292.36,4.5
Punjab,Patiala,2016.0,Rabi,Sugarcane,60399.92,151534.4,2.51
Punjab,Patiala,2019.0,Rabi,Soybean,80453.75,350501.86,4.36
Karnataka,Belgaum,2023.0,Kharif,Cotton,93029.55,390636.77,4.2
Tamil Nadu,Coimbatore,2017.0,Summer,Soybean,87947.57,304844.02,3.47
Punjab,Amritsar,2021.0,Rabi,Groundnut,89724.19,291520.27,3.25
Tamil Nadu,Thanjavur,2018.0,Summer,Soybean,83926.58,286604.3,3.41
Maharashtra,Aurangabad,2019.0,Summer,Soybean,102223.21,411133.17,4.02
Tamil Nadu,Thanjavur,2022.0,Kharif,Sugarcane,19713.58,44867.23,2.28
Tamil Nadu,Thanjavur,2016.0,Summer,Soybean,30559.15,66312.86,2.17
Punjab,Amritsar,2019.0,Rabi,Soybean,72340.63,209157.15,2.89
Andhra Pradesh,Krishna,2016.0,Summer,Rice,59305.26,123570.3,2.08
Andhra Pradesh,Prakasam,2019.0,Summer,Groundnut,52507.33,215938.89,4.11
Telangana,Warangal,2021.0,Rabi,Cotton,118527.03,495269.39,4.18
Maharashtra,Nagpur,2017.0,Summer,Soybean,94578.24,280210.97,2.96
Karnataka,Mandya,2015.0,Summer,Soybean,5542.05,12860.79,2.32
Telangana,Nizamabad,2016.0,Rabi,Maize,19881.69,55691.28,2.8
Maharashtra,Pune,2021.0,Rabi,Groundnut,5536.95,17172.01,3.1
Karnataka,Belgaum,2023.0,Rabi,Rice,26916.32,95021.19,3.53
Karnataka,Raichur,2020.0,Kharif,Cotton,40890.61,73935.32,1.81
Tamil Nadu,Madurai,2016.0,Kharif,Sugarcane,99742.04,238842.96,2.39
Punjab,Amritsar,2017.0,Rabi,Soybean,44414.28,186724.35,4.2
Punjab,Ludhiana,2015.0,Rabi,Maize,31268.1,115113.71,3.68
Telangana,Warangal,2023.0,Summer,Rice,24433.25,63520.94,2.6
Karnataka,Mandya,2019.0,Summer,Groundnut,93693.71,315691.99,3.37
Tamil Nadu,Thanjavur,2015.0,Summer,Wheat,10547.03,19484.26,1.85
Maharashtra,Pune,2019.0,Summer,Wheat,59555.58,116692.09,1.96
Karnataka,Raichur,2021.0,Rabi,Rice,81091.43,282802.22,3.49
Punjab,Patiala,2016.0,Rabi,Maize,63832.25,214035.53,3.35
Punjab,Ludhiana,2018.0,Rabi,Wheat,75035.21,287675.75,3.83
Tamil Nadu,Thanjavur,2021.0,Summer,Soybean,38965.39,63054.46,1.62
Maharashtra,Nagpur,2018.0,Rabi,Pulses,5314.87,18681.23,3.51
Andhra Pradesh,Prakasam,2016.0,Kharif,Pulses,94645.52,163277.21,1.73
Karnataka,Mandya,2018.0,Summer,Sugarcane,57526.39,254949.65,4.43
Punjab,Amritsar,2017.0,Kharif,Rice,105526.15,428092.79,4.06
Punjab,Patiala,2016.0,Rabi,Soybean,15924.82,60110.02,3.77
Andhra Pradesh,Guntur,2017.0,Summer,Maize,42795.99,179040.57,4.18
Tamil Nadu,Coimbatore,2020.0,Rabi,Wheat,26029.98,70341.66,2.7
Maharashtra,Pune,2022.0,Summer,Groundnut,96988.4,334274.35,3.45
Telangana,Warangal,2015.0,Summer,Maize,117880.45,475417.69,4.03
Andhra Pradesh,Krishna,2022.0,Summer,Pulses,25844.96,68211.37,2.64
Punjab,Patiala,2017.0,Summer,Rice,60554.16,179504.83,2.96
Maharashtra,Pune,2019.0,Kharif,Rice,80321.96,123461.33,1.54
Karnataka,Raichur,2020.0,Summer,Cotton,64696.46,230625.08,3.56
Tamil Nadu,Thanjavur,2018.0,Summer,Groundnut,60421.91,210940.86,3.49
Karnataka,Belgaum,2015.0,Summer,Maize,6339.16,27278.13,4.3
Tamil Nadu,Coimbatore,2016.0,Kharif,Pulses,91414.45,225053.37,2.46
Punjab,Amritsar,2018.0,Summer,Rice,68306.99,180051.27,2.64
Telangana,Warangal,2022.0,Rabi,Pulses,15122.28,45296.8,3.0
Punjab,Ludhiana,2015.0,Summer,Pulses,16803.98,45992.76,2.74
Tamil Nadu,Madurai,2019.0,Kharif,Rice,107362.75,342164.84,3.19
Karnataka,Raichur,2020.0,Rabi,Pulses,99910.76,394624.13,3.95
Maharashtra,Pune,2020.0,Summer,Pulses,87330.05,160868.07,1.84
Karnataka,Mandya,2020.0,Rabi,Rice,100436.65,441248.44,4.39
Punjab,Patiala,2016.0,Summer,Soybean,10264.48,20451.63,1.99
Telangana,Nizamabad,2019.0,Kharif,Groundnut,75247.95,155208.69,2.06
Maharashtra,Nagpur,2020.0,Kharif,Pulses,17393.06,47716.31,2.74
Karnataka,Raichur,2022.0,Rabi,Wheat,80722.52,352642.06,4.37
Telangana,Adilabad,2015.0,Summer,Rice,68621.03,192031.23,2.8
Tamil Nadu,Coimbatore,2017.0,Summer,Maize,89006.89,167790.92,1.89
Maharashtra,Aurangabad,2021.0,Summer,Soybean,53146.45,176817.23,3.33
Karnataka,Mandya,2020.0,Rabi,Sugarcane,116606.54,333324.12,2.86
Telangana,Warangal,2023.0,Summer,Groundnut,39375.01,141926.55,3.6
Punjab,Patiala,2018.0,Kharif,Cotton,76779.27,182100.35,2.37
Punjab,Patiala,2017.0,Summer,Maize,62947.75,225537.75,3.58
Punjab,Patiala,2023.0,Rabi,Wheat,60242.54,193493.89,3.21
Karnataka,Raichur,2023.0,Summer,Groundnut,37881.72,153114.25,4.04
Andhra Pradesh,Prakasam,2021.0,Kharif,Wheat,21712.57,76227.68,3.51
Telangana,Adilabad,2019.0,Rabi,Maize,21839.26,36823.14,1.69
Punjab,Ludhiana,2022.0,Rabi,Rice,16785.2,68888.24,4.1
Karnataka,Raichur,2023.0,Summer,Cotton,49721.97,150795.15,3.03
Karnataka,Belgaum,2021.0,Rabi,Rice,52905.12,204443.09,3.86
Karnataka,Belgaum,2019.0,Kharif,Rice,28355.03,116441.35,4.11
Maharashtra,Nagpur,2023.0,Summer,Soybean,89921.75,187883.16,2.09
Karnataka,Mandya,2017.0,Rabi,Sugarcane,118097.13,203529.42,1.72
Telangana,Nizamabad,2015.0,Rabi,Wheat,54278.4,172051.45,3.17
Telangana,Warangal,2020.0,Kharif,Sugarcane,58628.1,252832.71,4.31
Andhra Pradesh,Guntur,2015.0,Summer,Soybean,93971.01,317255.53,3.38
Karnataka,Belgaum,2023.0,Summer,Pulses,46179.84,177889.1,3.85
Punjab,Patiala,2023.0,Kharif,Cotton,12840.29,38718.88,3.02
Maharashtra,Aurangabad,2020.0,Kharif,Groundnut,30437.78,65138.72,2.14
Punjab,Amritsar,2018.0,Rabi,Soybean,114285.45,383409.61,3.35
Maharashtra,Aurangabad,2020.0,Kharif,Rice,56251.73,237016.07,4.21
Tamil Nadu,Madurai,2020.0,Kharif,Cotton,48857.85,189989.6,3.89
Andhra Pradesh,Krishna,2019.0,Summer,Sugarcane,7841.16,23920.27,3.05
Punjab,Patiala,2015.0,Rabi,Pulses,39089.91,135039.4,3.45
Punjab,Patiala,2017.0,Kharif,Wheat,116737.31,445931.34,3.82
Tamil Nadu,Thanjavur,2018.0,Kharif,Wheat,104469.35,289654.68,2.77
Andhra Pradesh,Guntur,2016.0,Summer,Groundnut,90892.44,178264.05,1.96
Maharashtra,Aurangabad,2016.0,Kharif,Soybean,13423.52,27303.12,2.03
Punjab,Patiala,2018.0,Summer,Wheat,109763.46,298874.74,2.72
Maharashtra,Aurangabad,2020.0,Rabi,Groundnut,6942.46,24436.74,3.52
Tamil Nadu,Thanjavur,2015.0,Summer,Wheat,85601.43,147043.43,1.72
Tamil Nadu,Thanjavur,2019.0,Summer,Sugarcane,74755.07,175267.17,2.34
Maharashtra,Pune,2015.0,Summer,Groundnut,59508.58,184500.6,3.1
Telangana,Nizamabad,2019.0,Summer,Groundnut,115415.44,223008.78,1.93
Karnataka,Raichur,2023.0,Kharif,Soybean,105598.2,203183.78,1.92
Andhra Pradesh,Guntur,2023.0,Summer,Groundnut,113902.63,274969.32,2.41
Karnataka,Raichur,2021.0,Kharif,Soybean,109147.22,442523.93,4.05
Telangana,Warangal,2019.0,Kharif,Maize,27347.51,55900.33,2.04
Tamil Nadu,Thanjavur,2023.0,Summer,Pulses,13411.63,47142.63,3.52
Punjab,Ludhiana,2022.0,Summer,Cotton,114427.09,294239.54,2.57
Karnataka,Raichur,2019.0,Kharif,Cotton,76244.31,320253.23,4.2
Punjab,Amritsar,2019.0,Rabi,Pulses,84747.68,165866.88,1.96
Tamil Nadu,Coimbatore,2017.0,Rabi,Soybean,5555.67,12436.51,2.24
Telangana,Nizamabad,2020.0,Rabi,Groundnut,20445.17,75625.02,3.7
Maharashtra,Pune,2019.0,Rabi,Pulses,61001.71,111419.5,1.83
Karnataka,Raichur,2017.0,Rabi,Wheat,107499.16,224597.54,2.09
Karnataka,Raichur,2016.0,Summer,Wheat,107592.1,435614.79,4.05
Karnataka,Mandya,2018.0,Summer,Groundnut,109224.91,344580.78,3.15
Tamil Nadu,Madurai,2017.0,Summer,Pulses,47069.14,102136.27,2.17
Tamil Nadu,Madurai,2022.0,Kharif,Sugarcane,62629.16,110957.71,1.77
Punjab,Patiala,2018.0,Summer,Rice,102517.91,401831.27,3.92
Tamil Nadu,Madurai,2017.0,Summer,Maize,56315.35,114738.9,2.04
Tamil Nadu,Madurai,2022.0,Summer,Maize,113005.15,183210.67,1.62
Maharashtra,Nagpur,2020.0,Rabi,Wheat,31912.15,111876.24,3.51
Tamil Nadu,Coimbatore,2022.0,Rabi,Groundnut,106378.48,172302.72,1.62
Karnataka,Belgaum,2023.0,Summer,Wheat,77860.2,180673.5,2.32
Karnataka,Belgaum,2021.0,Rabi,Maize,47009.13,162652.04,3.46
Andhra Pradesh,Prakasam,2018.0,Rabi,Sugarcane,64382.75,164735.76,2.56
Punjab,Amritsar,2015.0,Summer,Pulses,62711.25,120211.5,1.92
Telangana,Warangal,2019.0,Summer,Wheat,29324.47,60429.43,2.06
